name,institution_type,impervious_surface
"107. Rite Aid, Market Street, Camp Hill, PA, USA",Fortune 500 HQ,82
"106. TRAVELERS  New York, USA",Fortune 500 HQ,93
105. Micron Technology,Fortune 500 HQ,78
104. Twenty-First Century Fox,Fortune 500 HQ,99
103. Abbott Laboratories,Fortune 500 HQ,72
102. Hewlett Packard Enterprise,Fortune 500 HQ,49
101. USAA,Fortune 500 HQ,79
100. Coca-Cola,Fortune 500 HQ,94
99. Progressive,Fortune 500 HQ,46
98. Capital One Financial,Fortune 500 HQ,88
97. CHS,Fortune 500 HQ,89
96. ABBVIE,Fortune 500 HQ,61
95. 3M,Fortune 500 HQ,60
94. Plains GP holdings,Fortune 500 HQ,89
93. Exelon,Fortune 500 HQ,96
92. General Dynamics,Fortune 500 HQ,89
91. Publix Super Markets,Fortune 500 HQ,61
90. NIKE,Fortune 500 HQ,97
89. Enterprise Products Partners,Fortune 500 HQ,89
88. Tech Data,Fortune 500 HQ,90
87. DEERE,Fortune 500 HQ,62
86. ConocoPhillips,Fortune 500 HQ,89
85. TJX,Fortune 500 HQ,94
84. Massachusetts Mutual Life Insurance,Fortune 500 HQ,96
83. World Fuel Services,Fortune 500 HQ,94
82. ALLSTATE,Fortune 500 HQ,72
81. Oracle,Fortune 500 HQ,5
80. Tyson Foods,Fortune 500 HQ,95
78. TIAA,Fortune 500 HQ,99
78. United Continental Holdings,Fortune 500 HQ,96
77. Honeywell International,Fortune 500 HQ,2
"76. Merck Kenilworth, NJ, USA",Fortune 500 HQ,70
Liberty Mutual Insurance Group,Fortune 500 HQ,92
74. Best Buy,Fortune 500 HQ,77
73. Nationwide,Fortune 500 HQ,96
72. American Express,Fortune 500 HQ,99
71. New York Life Insurance,Fortune 500 HQ,99
70. Charter Communications,Fortune 500 HQ,75
69. Delta Air Lines,Fortune 500 HQ,94
68. American Airlines Group,Fortune 500 HQ,100
67. HCA Healthcare,Fortune 500 HQ,80
66. AIG,Fortune 500 HQ,99
65. Cigna,Fortune 500 HQ,45
64. CISCO Systems,Fortune 500 HQ,87
63. Morgan Stanley,Fortune 500 HQ,98
62. Goldman Sachs Group,Fortune 500 HQ,99
61. Pfizer,Fortune 500 HQ,99
60. Lockheed Martin,Fortune 500 HQ,83
59. Energy Transfer,Fortune 500 HQ,69
58. Caterpillar,Fortune 500 HQ,49
57. Facebook,Fortune 500 HQ,82
56. Humana,Fortune 500 HQ,94
55. HP,Fortune 500 HQ,49
54. SYSCO,Fortune 500 HQ,89
52. Albertsons,Fortune 500 HQ,78
51. Centene,Fortune 500 HQ,95
50. Prudential Financial,Fortune 500 HQ,92
48. Archer Daniels Midland,Fortune 500 HQ,96
48. Pepsico,Fortune 500 HQ,99
47. Fedex,Fortune 500 HQ,81
46. United Technologies,Fortune 500 HQ,83
45. Procter and Gamble,Fortune 500 HQ,92
44. MetLife,Fortune 500 HQ,99
43. INTEL,Fortune 500 HQ,40
41. Lowes,Fortune 500 HQ,81
41. United Parcel Service,Fortune 500 HQ,94
40. Freddie Mac,Fortune 500 HQ,88
39. Target,Fortune 500 HQ,100
38. IBM,Fortune 500 HQ,100
37. Johnson And Johnson,Fortune 500 HQ,11
36. State Farm Insurance,Fortune 500 HQ,94
35. DuPont De Nemours,Fortune 500 HQ,11
34. Dell Technologies,Fortune 500 HQ,62
33. Anthem,Fortune 500 HQ,100
32. Comcast,Fortune 500 HQ,77
31. Marathon Petrolium,Fortune 500 HQ,100
30. Citigroup,Fortune 500 HQ,99
29. Wells Fargo,Fortune 500 HQ,90
28. Boeing,Fortune 500 HQ,96
27. Home Depot,Fortune 500 HQ,94
26. Microsoft,Fortune 500 HQ,89
25. Bank of America,Fortune 500 HQ,85
24. Valero Technology,Fortune 500 HQ,79
23. Phillips,Fortune 500 HQ,89
22. Fannie Mae,Fortune 500 HQ,61
21. General Electric,Fortune 500 HQ,92
20. Kroger,Fortune 500 HQ,92
19. Verizon Communication,Fortune 500 HQ,99
18. JP Morgan,Fortune 500 HQ,99
17. Walgreens Boots Alliance,Fortune 500 HQ,49
Cardinal Health,Fortune 500 HQ,81
15. Alphabet,Fortune 500 HQ,70
14. Costco Wholesale,Fortune 500 HQ,57
13. General Motors,Fortune 500 HQ,87
2. Exxon Mobil,Fortune 500 HQ,96
7. McKesson,Fortune 500 HQ,96
13. Ford Motor,Fortune 500 HQ,100
11. Chevron,Fortune 500 HQ,81
"10. Amerisource Bergen Drug Corporation Chesterbrook, PA, USA",Fortune 500 HQ,83
9. AT&T,Fortune 500 HQ,75
8. CVS Health,Fortune 500 HQ,80
6. UnitedHealth Group,Fortune 500 HQ,28
5. Amazon,Fortune 500 HQ,81
3. Berkshire Hathaway INC.,Fortune 500 HQ,98
3. Apple,Fortune 500 HQ,88
1. Walmart,Fortune 500 HQ,88
Tower,Power Plant,68
Caro,Power Plant,62
Ubly,Power Plant,44
George Johnson,Power Plant,60
Claude Vandyke,Power Plant,0
Vestaburg,Power Plant,0
Syl Laskin,Power Plant,73
Blanchard,Power Plant,0
Clay Boswell,Power Plant,93
Fond Du Lac,Power Plant,0
Knife Falls,Power Plant,0
Little Falls (MN),Power Plant,0
M L Hibbard,Power Plant,93
Pillager,Power Plant,0
Scanlon,Power Plant,0
Sylvan,Power Plant,0
Thomson,Power Plant,0
Winton,Power Plant,0
Black Dog,Power Plant,87
Hennepin Island,Power Plant,100
High Bridge,Power Plant,81
Inver Hills,Power Plant,95
Allen S King,Power Plant,97
Monticello Nuclear Facility,Power Plant,98
Prairie Island,Power Plant,89
Red Wing,Power Plant,76
Riverside (MN),Power Plant,96
St James,Power Plant,70
Wilmarth,Power Plant,99
Hoot Lake,Power Plant,100
Adrian,Power Plant,78
Alexandria,Power Plant,75
Benson City of,Power Plant,91
Blooming Prairie,Power Plant,87
Blue Earth,Power Plant,93
Delano,Power Plant,96
Detroit Lakes,Power Plant,91
Fairfax,Power Plant,86
Fairmont (MN),Power Plant,94
Glencoe,Power Plant,77
Grand Marais,Power Plant,43
Granite Falls,Power Plant,92
Hibbing,Power Plant,97
Hutchinson Plant #1,Power Plant,91
Janesville,Power Plant,92
Kenyon Municipal,Power Plant,98
Lake Crystal,Power Plant,96
Lanesboro,Power Plant,42
Litchfield,Power Plant,63
Luverne,Power Plant,77
Marshall (MN),Power Plant,95
Melrose,Power Plant,88
Moose Lake,Power Plant,97
Mora,Power Plant,69
Mountain Lake,Power Plant,4
New Prague,Power Plant,75
New Ulm,Power Plant,85
North Branch (MN),Power Plant,96
Owatonna,Power Plant,85
Preston (MN),Power Plant,59
Princeton (MN),Power Plant,73
Rochester Hydro,Power Plant,0
Redwood Falls,Power Plant,78
Sleepy Eye,Power Plant,81
Springfield (MN),Power Plant,97
Spring Valley,Power Plant,88
Thief River Falls,Power Plant,71
Truman,Power Plant,79
Wells IC,Power Plant,87
Westbrook,Power Plant,86
Willmar,Power Plant,94
Windom,Power Plant,98
Worthington,Power Plant,56
Cambridge CT Hybrid,Power Plant,83
Elk River,Power Plant,94
Maple Lake,Power Plant,81
Chevron Oil,Power Plant,86
Sweatt,Power Plant,0
Jack Watson,Power Plant,61
L L Wilkins,Power Plant,79
Yazoo,Power Plant,69
Benndale,Power Plant,63
Moselle,Power Plant,100
Hawthorn,Power Plant,98
Northeast (MO),Power Plant,97
Fairgrounds,Power Plant,78
Nevada,Power Plant,73
Ralph Green,Power Plant,82
Lake Road (MO),Power Plant,98
Niangua,Power Plant,43
Labadie,Power Plant,94
Osage Dam,Power Plant,33
Sioux,Power Plant,98
Taum Sauk,Power Plant,75
Butler Municipal Power Plant,Power Plant,76
Carrollton,Power Plant,22
Carthage,Power Plant,71
Chillicothe,Power Plant,72
Columbia (MO),Power Plant,80
Stockton Hydro,Power Plant,69
Fayette,Power Plant,81
Fulton (MO),Power Plant,69
Gallatin (MO),Power Plant,70
Higginsville,Power Plant,86
Jackson Square,Power Plant,93
Station H,Power Plant,88
Station I,Power Plant,79
Jackson (MO),Power Plant,96
Kahoka,Power Plant,81
Kennett,Power Plant,74
La Plata,Power Plant,86
Macon,Power Plant,36
Malden,Power Plant,83
Marshall (MO),Power Plant,92
Memphis,Power Plant,84
James River Power Station,Power Plant,83
Unionville City of,Power Plant,87
Table Rock,Power Plant,87
New Madrid,Power Plant,97
Thomas Hill,Power Plant,73
Glendive GT,Power Plant,0
Miles City GT,Power Plant,83
Black Eagle,Power Plant,0
Cochrane,Power Plant,66
Hauser,Power Plant,0
Holter,Power Plant,0
Selis Ksanka Qlispe,Power Plant,0
Morony,Power Plant,81
Mystic,Power Plant,0
Rainbow (MT),Power Plant,0
Ryan,Power Plant,0
Thompson Falls,Power Plant,90
Old Faithful,Power Plant,0
Noxon Rapids,Power Plant,78
Hungry Horse,Power Plant,0
Yellowtail,Power Plant,0
Ansley,Power Plant,63
Auburn,Power Plant,76
Beaver City,Power Plant,55
Broken Bow,Power Plant,99
Burwell,Power Plant,89
Cambridge,Power Plant,54
Campbell Village,Power Plant,81
Canaday,Power Plant,33
Jeffrey,Power Plant,0
Johnson 1,Power Plant,0
Johnson 2,Power Plant,0
Chappell,Power Plant,94
Crete,Power Plant,98
Curtis,Power Plant,88
David City,Power Plant,56
Deshler,Power Plant,80
Emerson,Power Plant,86
Falls City,Power Plant,0
Franklin (NE),Power Plant,91
Lon Wright,Power Plant,62
C W Burdick,Power Plant,80
Don Henry,Power Plant,98
North Denver,Power Plant,81
Laurel,Power Plant,78
J Street,Power Plant,92
Lyons,Power Plant,41
Nebraska City # 1,Power Plant,64
Syracuse # 2,Power Plant,32
Columbus,Power Plant,89
Hallam,Power Plant,92
Hebron,Power Plant,98
Kearney,Power Plant,25
McCook,Power Plant,95
Monroe (NE),Power Plant,94
North Platte,Power Plant,0
Sheldon,Power Plant,84
Jones Street,Power Plant,98
North Omaha,Power Plant,67
Sarpy County,Power Plant,93
Ord,Power Plant,92
Oxford (NE),Power Plant,0
Pender,Power Plant,76
Red Cloud,Power Plant,83
Sargent,Power Plant,77
Sidney (NE),Power Plant,95
Spalding,Power Plant,77
Stuart (NE),Power Plant,87
Tecumseh,Power Plant,15
Wahoo,Power Plant,86
Wakefield,Power Plant,92
Wayne IC,Power Plant,93
West Point Municipal,Power Plant,86
Wilber,Power Plant,88
Wisner,Power Plant,92
Clark (NVE),Power Plant,78
Reid Gardner,Power Plant,97
Fort Churchill,Power Plant,70
Tracy,Power Plant,82
Comerford,Power Plant,96
S C Moore,Power Plant,0
Vernon Dam,Power Plant,0
Wilder,Power Plant,0
Amoskeag,Power Plant,84
Ayers Island,Power Plant,0
Eastman Falls,Power Plant,0
Garvins Falls,Power Plant,98
Gorham,Power Plant,0
Hooksett,Power Plant,0
Jackman,Power Plant,0
Lost Nation,Power Plant,0
Merrimack,Power Plant,81
Schiller,Power Plant,86
Smith (NH),Power Plant,62
White Lake,Power Plant,75
Sayreville,Power Plant,78
Gilbert,Power Plant,91
Bergen Generating Station,Power Plant,96
PSEG Burlington Generating Station,Power Plant,100
PSEG Kearny Generating Station,Power Plant,100
PSEG Linden Generating Station,Power Plant,91
PSEG Salem Generating Station,Power Plant,100
PSEG Sewaren Generating Station,Power Plant,99
Howard Down,Power Plant,70
Four Corners,Power Plant,0
Rio Grande,Power Plant,69
Maddox,Power Plant,78
Reeves,Power Plant,27
Cunningham,Power Plant,34
Algodones,Power Plant,0
Danskammer Generating Station,Power Plant,99
Dashville,Power Plant,0
Neversink,Power Plant,0
Sturgeon,Power Plant,58
Coxsackie,Power Plant,87
Arthur Kill Generating Station,Power Plant,100
East River,Power Plant,100
Gowanus Gas Turbines Generating,Power Plant,99
Narrows Gas Turbines Generating,Power Plant,100
Ravenswood,Power Plant,99
59th Street,Power Plant,100
74th Street,Power Plant,97
E F Barrett,Power Plant,99
East Hampton,Power Plant,73
Glenwood,Power Plant,87
Northport,Power Plant,96
Port Jefferson,Power Plant,80
Shoreham,Power Plant,89
South Hampton,Power Plant,70
Southold,Power Plant,96
West Babylon,Power Plant,86
Cadyville,Power Plant,0
Greenidge Generation LLC,Power Plant,87
Harris Lake,Power Plant,0
High Falls - Saranac NY,Power Plant,31
Kent Falls,Power Plant,0
Bethlehem Energy Center,Power Plant,71
Allens Falls,Power Plant,0
Beardslee,Power Plant,0
Belfort,Power Plant,36
Bennetts Bridge,Power Plant,0
Black River,Power Plant,79
Blake,Power Plant,53
Browns Falls,Power Plant,0
Chasm,Power Plant,0
Colton,Power Plant,0
Deferiet,Power Plant,84
Eagle,Power Plant,0
Eel Weir,Power Plant,0
Effley,Power Plant,0
Elmer,Power Plant,0
Ephratah,Power Plant,0
East Norfolk,Power Plant,89
Five Falls,Power Plant,64
Flat Rock,Power Plant,0
Franklin (NY),Power Plant,31
Fulton Hydro,Power Plant,61
Glenwood Hydro,Power Plant,53
Granby,Power Plant,83
Hannawa,Power Plant,0
Herrings,Power Plant,0
Heuvelton,Power Plant,35
High Dam,Power Plant,0
High Falls - Croghan NY,Power Plant,0
Higley,Power Plant,0
Hydraulic Race,Power Plant,75
Inghams,Power Plant,3
Johnsonville Dam,Power Plant,94
Kamargo,Power Plant,0
Lighthouse Hill,Power Plant,0
Macomb,Power Plant,68
Minetto,Power Plant,0
Moshier,Power Plant,0
Nine Mile Point Nuclear Station,Power Plant,96
Norfolk,Power Plant,0
Norwood,Power Plant,0
Oswego Harbor Power,Power Plant,100
Oswego Falls East,Power Plant,0
Oswego Falls West,Power Plant,0
Parishville,Power Plant,0
Piercefield,Power Plant,0
Prospect,Power Plant,0
Rainbow Falls Hydro,Power Plant,0
Raymondville,Power Plant,0
South Edwards,Power Plant,0
School Street,Power Plant,91
Schaghticoke,Power Plant,0
Schuylerville,Power Plant,28
Sewalls,Power Plant,85
Sherman Island,Power Plant,79
Soft Maple,Power Plant,0
South Colton,Power Plant,0
Spier Falls,Power Plant,92
Stark,Power Plant,0
Stewarts Bridge,Power Plant,0
Sugar Island,Power Plant,0
Taylorville,Power Plant,48
Trenton Falls,Power Plant,0
Varick,Power Plant,91
Waterport,Power Plant,0
Yaleville,Power Plant,65
Bowline Point,Power Plant,82
Grahamsville,Power Plant,0
Hillburn,Power Plant,67
Mongaup Falls,Power Plant,0
Rio,Power Plant,0
Shoemaker,Power Plant,75
Swinging Bridge 2,Power Plant,0
Rochester 26,Power Plant,100
Rochester 2,Power Plant,60
Rochester 5,Power Plant,72
Plant No 1 Freeport,Power Plant,100
Plant No 2 Freeport,Power Plant,75
Greenport,Power Plant,95
S A Carlson,Power Plant,96
Crescent,Power Plant,90
Vischer Ferry,Power Plant,81
Blenheim Gilboa,Power Plant,0
Lewiston Niagara,Power Plant,100
Robert Moses Niagara,Power Plant,100
Robert Moses Power Dam,Power Plant,92
Charles P Keller,Power Plant,100
Watertown,Power Plant,59
Asheville,Power Plant,0
Blewett,Power Plant,87
Marshall Dam,Power Plant,0
Roxboro,Power Plant,99
Tillery,Power Plant,94
Walters,Power Plant,0
W H Weatherspoon,Power Plant,93
Bridgewater,Power Plant,13
Buck,Power Plant,91
James E. Rogers Energy Complex,Power Plant,98
Cowans Ford,Power Plant,92
Dan River,Power Plant,89
Lookout Shoals,Power Plant,95
Marshall (NC),Power Plant,88
Mountain Island,Power Plant,96
Oxford Dam,Power Plant,88
Rhodhiss,Power Plant,97
Turner Shoals,Power Plant,61
Tuxedo,Power Plant,0
Bear Creek Dam,Power Plant,0
Cedar Cliff,Power Plant,0
Franklin (NC),Power Plant,0
Mission,Power Plant,0
Nantahala,Power Plant,47
Tennessee Creek,Power Plant,0
Thorpe,Power Plant,56
Tuckasegee,Power Plant,29
Gaston,Power Plant,88
Roanoke Rapids,Power Plant,93
Lake Lure,Power Plant,54
Chatuge,Power Plant,0
Fontana Dam,Power Plant,87
Hiwassee Dam,Power Plant,91
Buxton,Power Plant,84
R M Heskett,Power Plant,95
Jamestown,Power Plant,96
Grafton,Power Plant,56
Garrison,Power Plant,26
Leland Olds,Power Plant,82
Milton R Young,Power Plant,94
Cardinal,Power Plant,100
Walter C Beckjord,Power Plant,0
Dick's Creek,Power Plant,84
Miami Fort,Power Plant,89
Tait Electric Generating Station,Power Plant,98
O H Hutchings,Power Plant,91
Monument,Power Plant,76
Sidney (OH),Power Plant,92
Yankee Street,Power Plant,86
Niles Power Plant,Power Plant,81
West Lorain,Power Plant,93
Kyger Creek,Power Plant,91
FirstEnergy Bay Shore,Power Plant,93
Richland,Power Plant,97
Stryker,Power Plant,86
Bryan (OH),Power Plant,82
Collinwood,Power Plant,90
West 41st Street,Power Plant,89
Dover,Power Plant,69
Hamilton (OH),Power Plant,86
Oberlin (OH),Power Plant,75
Orrville,Power Plant,85
Terrora,Power Plant,0
Guernsey,Power Plant,80
Bankhead Dam,Power Plant,0
Barry,Power Plant,96
Walter Bouldin Dam,Power Plant,92
Copper,Power Plant,47
Greene County,Power Plant,71
H Neely Henry Dam,Power Plant,64
Holt Dam,Power Plant,83
Jordan Dam,Power Plant,74
Logan Martin Dam,Power Plant,94
Lay Dam,Power Plant,0
Martin Dam,Power Plant,70
Mitchell Dam,Power Plant,94
Lewis Smith Dam,Power Plant,71
Thurlow Dam,Power Plant,69
Weiss Dam,Power Plant,83
Yates Dam,Power Plant,0
E C Gaston,Power Plant,86
Madelia,Power Plant,99
Rollins,Power Plant,71
Millers Ferry,Power Plant,0
Browns Ferry,Power Plant,88
Kortes,Power Plant,0
Painesville,Power Plant,90
Colbert,Power Plant,91
Guntersville,Power Plant,70
Wheeler Dam,Power Plant,5
Gantt,Power Plant,98
J K Smith,Power Plant,94
Point A,Power Plant,0
Lowman Energy Center,Power Plant,100
Platte,Power Plant,91
Whelan Energy Center,Power Plant,94
Venice Hydro,Power Plant,84
Ashokan,Power Plant,78
Frederickson,Power Plant,100
South Consolidated,Power Plant,68
J S Eastwood,Power Plant,71
Holcomb,Power Plant,0
Cholla,Power Plant,85
Douglas,Power Plant,10
Ocotillo,Power Plant,54
West Phoenix,Power Plant,67
Saguaro,Power Plant,52
Yucca,Power Plant,74
Demoss Petrie,Power Plant,71
H Wilson Sundt Generating Station,Power Plant,46
Cross,Power Plant,85
Tugalo,Power Plant,0
Seminole (FL),Power Plant,95
Agua Fria,Power Plant,69
Crosscut,Power Plant,81
Horse Mesa,Power Plant,0
Kyrene,Power Plant,67
Mormon Flat,Power Plant,0
Roosevelt,Power Plant,0
Stewart Mountain,Power Plant,0
McClure,Power Plant,92
Davis Dam,Power Plant,98
Glen Canyon Dam,Power Plant,72
Hoover Dam (NV),Power Plant,0
Lake Creek Dam,Power Plant,28
Apache Station,Power Plant,95
Turlock Lake,Power Plant,0
Hickman,Power Plant,73
GREC,Power Plant,82
Carpenter,Power Plant,0
Lake Catherine,Power Plant,94
Osceola (AR),Power Plant,95
Remmel,Power Plant,61
Volta 2,Power Plant,5
Beaver Dam,Power Plant,81
Degray,Power Plant,87
Greers Ferry Lake,Power Plant,79
Municipal Light,Power Plant,75
Narrows (AR),Power Plant,96
Norfork,Power Plant,71
Blakely Mountain,Power Plant,96
Bull Shoals,Power Plant,0
Dardanelle,Power Plant,0
Thomas Fitzhugh,Power Plant,82
McClellan (AR),Power Plant,98
Clinton Power Station,Power Plant,83
Wolf Creek Generating Station,Power Plant,87
Alta Powerhouse,Power Plant,21
Angels,Power Plant,51
Balch 1,Power Plant,0
Balch 2,Power Plant,0
Belden,Power Plant,0
Bucks Creek,Power Plant,96
Butt Valley,Power Plant,79
Caribou 1,Power Plant,32
Caribou 2,Power Plant,85
Centerville PH,Power Plant,0
Chili Bar,Power Plant,0
Coleman PH,Power Plant,68
Cresta,Power Plant,0
De Sabla,Power Plant,0
Deer Creek PH,Power Plant,20
Drum 1,Power Plant,86
Drum 2,Power Plant,62
Dutch Flat,Power Plant,74
El Dorado,Power Plant,67
Electra,Power Plant,60
Haas,Power Plant,0
Halsey,Power Plant,32
Hamilton Branch,Power Plant,30
Hat Creek 1,Power Plant,31
Hat Creek 2,Power Plant,54
Humboldt Bay,Power Plant,83
Inskip,Power Plant,67
James B Black,Power Plant,0
Kerckhoff,Power Plant,81
Kings River PH,Power Plant,0
Merced Falls,Power Plant,0
Dynegy Moss Landing Power Plant Hybrid,Power Plant,87
Murphys,Power Plant,24
Narrows PH,Power Plant,0
Phoenix,Power Plant,1
Pit 1,Power Plant,0
Pit 3,Power Plant,96
Pit 4,Power Plant,0
Pit 5,Power Plant,50
Pit 6,Power Plant,0
Pit 7,Power Plant,96
Poe,Power Plant,89
Potter Valley,Power Plant,83
Rock Creek,Power Plant,0
San Joaquin 2,Power Plant,80
San Joaquin 3,Power Plant,0
Salt Springs,Power Plant,77
South,Power Plant,15
Spaulding 1,Power Plant,0
Spaulding 2,Power Plant,0
Spaulding 3,Power Plant,30
Spring Gap,Power Plant,24
Stanislaus,Power Plant,0
Geysers Unit 5-20,Power Plant,89
Tiger Creek,Power Plant,0
Volta 1,Power Plant,0
West Point PH,Power Plant,53
Wise,Power Plant,24
A G Wishon,Power Plant,91
Fall Creek,Power Plant,62
Limestone,Power Plant,97
Blundell,Power Plant,87
Drop 5,Power Plant,0
AES Alamitos LLC,Power Plant,92
Sepulveda Canyon,Power Plant,44
Big Creek 1,Power Plant,52
Big Creek 2,Power Plant,0
Big Creek 3,Power Plant,98
Big Creek 4,Power Plant,0
Big Creek 8,Power Plant,0
Big Creek 2A,Power Plant,0
Bishop Creek 2,Power Plant,36
Bishop Creek 3,Power Plant,0
Bishop Creek 4,Power Plant,0
Bishop Creek 5,Power Plant,63
Bishop Creek 6,Power Plant,59
Fontana,Power Plant,78
AES Huntington Beach LLC,Power Plant,99
Kaweah 2,Power Plant,62
Kaweah 1,Power Plant,0
Kaweah 3,Power Plant,0
Kern River 3,Power Plant,86
Kern River 1,Power Plant,0
Long Beach Generation LLC,Power Plant,58
Lundy,Power Plant,73
Mammoth Pool,Power Plant,0
Ormond Beach,Power Plant,95
Poole,Power Plant,0
Portal,Power Plant,45
Rush Creek,Power Plant,0
Mountainview Generating Station,Power Plant,88
Santa Ana 1,Power Plant,0
Santa Ana 3,Power Plant,46
Lower Tule River,Power Plant,36
Columbia Generating Station,Power Plant,96
Pardee,Power Plant,0
Grayson,Power Plant,99
Prairie River,Power Plant,0
Dion R Holm,Power Plant,0
Moccasin,Power Plant,83
R C Kirkwood,Power Plant,0
Drop 2 (CA),Power Plant,0
Drop 3 (CA),Power Plant,76
Drop 4,Power Plant,0
Pilot Knob,Power Plant,68
El Centro Hybrid,Power Plant,96
Big Pine Creek,Power Plant,8
Castaic,Power Plant,94
Control Gorge,Power Plant,0
Cottonwood,Power Plant,0
Foothill,Power Plant,68
Franklin (CA),Power Plant,55
Haiwee,Power Plant,0
Harbor,Power Plant,88
Haynes,Power Plant,93
Middle Gorge,Power Plant,0
Pleasant Valley Hydro,Power Plant,0
San Fernando,Power Plant,70
Scattergood,Power Plant,99
Upper Gorge,Power Plant,68
Valley (CA),Power Plant,82
Exchequer,Power Plant,0
McSwain,Power Plant,0
Chicago Park,Power Plant,70
Dutch Flat 2,Power Plant,33
Beardsley,Power Plant,78
Donnells,Power Plant,87
Tulloch,Power Plant,15
Forbestown,Power Plant,0
Kelly Ridge,Power Plant,0
Woodleaf,Power Plant,76
Glenarm,Power Plant,65
French Meadows,Power Plant,0
Middle Fork,Power Plant,0
Oxbow (CA),Power Plant,0
Ralston,Power Plant,68
Parker,Power Plant,87
Camino,Power Plant,0
Jaybird,Power Plant,85
Loon Lake,Power Plant,87
Robbs Peak,Power Plant,0
White Rock/Slab Creek,Power Plant,0
Devil Canyon,Power Plant,74
Edward C Hyatt,Power Plant,82
Thermalito,Power Plant,77
Don Pedro,Power Plant,98
La Grange,Power Plant,0
Folsom,Power Plant,88
Judge F Carr,Power Plant,95
