Database,"Source ID",Year,"Outlet ID",Title,"Outlet Type",State,City,County,"Ethnic Media","SPA Full Member","Owner ID","Owner Name","Owner Type",Website,Frequency,"Total Circulation","Days Published","Average Paid Circulation","Average Free Circulation","Circulation Source","EP Audit Source","Type of Station",Group,AM/FM,"Original Content Station"
Newspaper,NP7198-2016,2016,NP7198,"Selby Record",,"South Dakota",Selby,Walworth,No,Yes,OW3191,"Wolff Sharon",,,W,1010,1,,,,,,,,
Newspaper,NP7198-2018,2018,NP7198,"Selby Record",,"South Dakota",Selby,Walworth,No,Yes,OW3191,"Wolff Sharon",,,W,1010,1,1000,10,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP7198-2020,2020,NP7198,"Selby Record",,"South Dakota",Selby,Walworth,No,No,OW3191,"Wolff Sharon",,,W,1010,1,,,,,,,,
Newspaper,NP5866-2004,2004,NP5866,"Selden-Farmingville Suffolk Life",,"New York",Selden,Suffolk,No,No,OW2530,"Suffolk Life Newspapers",Private,,W,12795,1,,,,,,,,
Newspaper,NP6872-2004,2004,NP6872,"Selinsgrove Times Tribune",,Pennsylvania,Selinsgrove,Snyder,No,No,OW3056,"Swank-Fowler Publications",,,W,1500,1,,,,,,,,
Newspaper,NP0725-2004,2004,NP0725,"Selma Enterprise The",,California,Hanford,Fresno,No,No,OW0168,Pulitzer,Public,,W,4408,1,,,,,,,,
Newspaper,NP0725-2014,2014,NP0725,"Selma Enterprise The",,California,Hanford,Fresno,No,No,OW0198,"Lee Enterprises",Public,,W,6790,1,,,,,,,,
Newspaper,NP0725-2016,2016,NP0725,"Selma Enterprise The",,California,Hanford,Fresno,No,No,OW0198,"Lee Enterprises",Public,,W,6650,1,,,,,,,,
Newspaper,NP0725-2018,2018,NP0725,"Selma Enterprise The",,California,Hanford,Fresno,No,No,OW0198,"Lee Enterprises",Public,,W,6650,1,5000,1650,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP0725-2020,2020,NP0725,"Selma Enterprise The",,California,Hanford,Fresno,No,No,OW5093,"Lee/BH Media",Public,,W,6650,1,,,,,,,,
Newspaper,NP0129-2004,2004,NP0129,"Selma Times-Journal The",,Alabama,Selma,Dallas,No,Yes,OW0025,"Boone Newspapers",Private,,D,8000,6,,,,,,,,
Newspaper,NP0129-2014,2014,NP0129,"Selma Times-Journal The",,Alabama,Selma,Dallas,No,Yes,OW0025,"Boone Newspapers",Private,,D,7380,6,,,,,,,,
Newspaper,NP0129-2016,2016,NP0129,"Selma Times-Journal The",,Alabama,Selma,Dallas,No,Yes,OW0025,"Boone Newspapers",Private,,D,16500,6,,,,,,,,
Newspaper,NP0129-2018,2018,NP0129,"Selma Times-Journal The",,Alabama,Selma,Dallas,No,Yes,OW0025,"Boone Newspapers",Private,,D,16500,6,8500,8000,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP0129-2020,2020,NP0129,"Selma Times-Journal The",,Alabama,Selma,Dallas,No,No,OW0025,"Boone Newspapers",Private,,D,16500,6,,,,,,,,
Newspaper,NP1290-2004,2004,NP1290,"Seminole Beacon",,Florida,Seminole,Pinellas,No,Yes,OW0517,"Tampa Bay Newspapers",,,W,40000,1,,,,,,,,
Newspaper,NP1290-2014,2014,NP1290,"Seminole Beacon",,Florida,Seminole,Pinellas,No,Yes,OW3847,"Times Publishing Co",,,W,27900,1,,,,,,,,
Newspaper,NP1290-2016,2016,NP1290,"Seminole Beacon",,Florida,Seminole,Pinellas,No,Yes,OW3847,"Times Publishing Co",,,W,27900,1,,,,,,,,
Newspaper,NP1290-2018,2018,NP1290,"Seminole Beacon",,Florida,Seminole,Pinellas,No,Yes,OW3847,"Times Publishing Co",Private,,W,27875,1,,27875,EP,CVC,,,,
Newspaper,NP1290-2020,2020,NP1290,"Seminole Beacon",,Florida,Seminole,Pinellas,No,No,OW3847,"Times Publishing Co",Private,,W,27875,1,,,,,,,,
Newspaper,NP6495-2004,2004,NP6495,"Seminole Producer The",,Oklahoma,Seminole,Seminole,No,No,OW2906,"Phillips Stu",,,D,5400,5,,,,,,,,
Newspaper,NP6495-2014,2014,NP6495,"Seminole Producer The",,Oklahoma,Seminole,Seminole,No,No,OW2906,"Phillips Stu",,,D,5200,5,,,,,,,,
Newspaper,NP6495-2016,2016,NP6495,"Seminole Producer The",,Oklahoma,Seminole,Seminole,No,No,OW2906,"Phillips Stu",,,D,5600,5,,,,,,,,
Newspaper,NP6495-2018,2018,NP6495,"Seminole Producer The",,Oklahoma,Seminole,Seminole,No,No,OW2906,"Phillips Stu",,,D,5600,5,5600,,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP6495-2020,2020,NP6495,"Seminole Producer The",,Oklahoma,Seminole,Seminole,No,No,OW2906,"Phillips Stu",,,D,5600,5,,,,,,,,
Newspaper,NP7866-2004,2004,NP7866,"Seminole Sentinel",,Texas,Seminole,Gaines,No,Yes,OW3282,"Roberts Publishing",,,W,4400,2,,,,,,,,
Newspaper,NP7866-2014,2014,NP7866,"Seminole Sentinel",,Texas,Seminole,Gaines,No,Yes,OW3282,"Roberts Publishing",,,W,2113,2,,,,,,,,
Newspaper,NP7866-2016,2016,NP7866,"Seminole Sentinel",,Texas,Seminole,Gaines,No,Yes,OW3282,"Roberts Publishing",,,W,27875,2,,,,,,,,
Newspaper,NP7866-2018,2018,NP7866,"Seminole Sentinel",,Texas,Seminole,Gaines,No,Yes,OW3282,"Roberts Publishing",,,W,27875,2,0,27875,EP,CVC,,,,
Newspaper,NP7866-2020,2020,NP7866,"Seminole Sentinel",,Texas,Seminole,Gaines,No,No,OW3282,"Roberts Publishing",,,W,27875,2,,,,,,,,
Newspaper,NP8957-2014,2014,NP8957,"Seminole Voice",,Florida,Oviedo,Seminole,No,No,OW4141,"Turnstyle Media Group",,,W,10000,1,,,,,,,,
Newspaper,NP8957-2016,2016,NP8957,"Seminole Voice",,Florida,Oviedo,Seminole,No,No,OW4141,"Turnstyle Media Group",,,W,10000,1,,,,,,,,
Newspaper,NP8957-2018,2018,NP8957,"Seminole Voice",,Florida,Oviedo,Seminole,No,No,OW4137,"Observer Group Inc.",Private,,W,10000,1,,,Unknown,,,,,
Newspaper,NP2877-2004,2004,NP2877,"Seneca Courier-Tribune",,Kansas,Seneca,Nemaha,No,No,OW1343,"Nemaha Co. Publishing",,,W,3400,1,,,,,,,,
Newspaper,NP4441-2004,2004,NP4441,"Seneca News-Dispatch",,Missouri,Seneca,Newton,No,No,OW2034,"Collins, Diane",,,W,1800,1,,,,,,,,
Newspaper,NP4441-2014,2014,NP4441,"Seneca News-Dispatch",,Missouri,Seneca,Newton,No,No,OW4479,"Sexton Media Group",,,W,1921,1,,,,,,,,
Newspaper,NP4441-2016,2016,NP4441,"Seneca News-Dispatch",,Missouri,Seneca,Newton,No,Yes,OW4479,"Sexton Media Group",,,W,1800,1,,,,,,,,
Newspaper,NP4441-2018,2018,NP4441,"Seneca News-Dispatch",,Missouri,Seneca,Newton,No,No,OW4479,"Sexton Media Group",,,W,1800,1,1800,0,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP4441-2020,2020,NP4441,"Seneca News-Dispatch",,Missouri,Seneca,Newton,No,No,OW4479,"Sexton Media Group",,,W,1800,1,,,,,,,,
Newspaper,NP6621-2004,2004,NP6621,Sentinel,,Oregon,Coquille,Coos,No,Yes,OW2971,"Bear Media Inc",,,W,2500,1,,,,,,,,
Newspaper,NP6873-2004,2004,NP6873,Sentinel,,Pennsylvania,Lewistown,Mifflin,No,No,OW0529,"Ogden Newspapers",Private,,D,12776,6,,,,,,,,
Newspaper,NP2379-2004,2004,NP2379,Sentinel,,Illinois,Illiopolis,Sangamon,No,No,OW1108,"Wilson Cindy",,,W,810,1,,,,,,,,
Newspaper,NP3050-2004,2004,NP3050,Sentinel,,Kentucky,Radcliff,Hardin,No,No,OW1432,"Royalty Printing",,,W,3850,1,,,,,,,,
Newspaper,NP3368-2004,2004,NP3368,Sentinel,,Massachusetts,Belchertown,Hampshire,No,No,OW1496,"Turley Publications",,,W,9500,1,,,,,,,,
Newspaper,NP4162-2004,2004,NP4162,Sentinel,,Minnesota,Fairmont,Martin,No,Yes,OW0529,"Ogden Newspapers",Private,,D,7323,6,,,,,,,,
Newspaper,NP2379-2014,2014,NP2379,Sentinel,,Illinois,Illiopolis,Sangamon,No,No,OW1108,"Wilson Cindy",,,W,1181,1,,,,,,,,
Newspaper,NP3050-2014,2014,NP3050,Sentinel,,Kentucky,Radcliff,Hardin,No,No,OW1432,"Royalty Printing",,,W,3025,1,,,,,,,,
Newspaper,NP3368-2014,2014,NP3368,Sentinel,,Massachusetts,Belchertown,Hampshire,No,No,OW1496,"Turley Publications",,,W,9374,1,,,,,,,,
Newspaper,NP4162-2014,2014,NP4162,Sentinel,,Minnesota,Fairmont,Martin,No,Yes,OW0529,"Ogden Newspapers",Private,,D,5226,6,,,,,,,,
Newspaper,NP6621-2014,2014,NP6621,Sentinel,,Oregon,Coquille,Coos,No,Yes,OW4679,"Ivey Jean",,,W,2247,1,,,,,,,,
Newspaper,NP6873-2014,2014,NP6873,Sentinel,,Pennsylvania,Lewistown,Mifflin,No,No,OW0529,"Ogden Newspapers",Private,,D,10165,6,,,,,,,,
Newspaper,NP4162-2016,2016,NP4162,Sentinel,,Minnesota,Fairmont,Martin,No,Yes,OW0529,"Ogden Newspapers",Private,,D,4639,6,,,,,,,,
Newspaper,NP6621-2016,2016,NP6621,Sentinel,,Oregon,Coquille,Coos,No,Yes,OW4679,"Ivey Jean",,,W,2563,1,,,,,,,,
Newspaper,NP6873-2016,2016,NP6873,Sentinel,,Pennsylvania,Lewistown,Mifflin,No,No,OW0529,"Ogden Newspapers",Private,,D,8896,6,,,,,,,,
Newspaper,NP2379-2016,2016,NP2379,Sentinel,,Illinois,Illiopolis,Sangamon,No,No,OW1108,"Wilson Cindy",,,W,1300,1,,,,,,,,
Newspaper,NP3050-2016,2016,NP3050,Sentinel,,Kentucky,Radcliff,Hardin,No,No,OW1432,"Royalty Printing",,,W,3025,1,,,,,,,,
Newspaper,NP3368-2016,2016,NP3368,Sentinel,,Massachusetts,Belchertown,Hampshire,No,Yes,OW1496,"Turley Publications",,,W,10054,1,,,,,,,,
Newspaper,NP2379-2018,2018,NP2379,Sentinel,,Illinois,Illiopolis,Sangamon,No,No,OW1108,"Wilson Cindy",Private,,W,1000,1,1000,,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP3050-2018,2018,NP3050,Sentinel,,Kentucky,Radcliff,Hardin,No,No,OW1432,"Royalty Printing",,,W,3025,1,,,Unknown,,,,,
Newspaper,NP3368-2018,2018,NP3368,Sentinel,,Massachusetts,Belchertown,Hampshire,No,No,OW1496,"Turley Publications",,,W,10054,1,,10054,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP4162-2018,2018,NP4162,Sentinel,,Minnesota,Fairmont,Martin,No,Yes,OW0529,"Ogden Newspapers",Private,,D,4639,6,4639,,EP,AAM,,,,
Newspaper,NP6621-2018,2018,NP6621,Sentinel,,Oregon,Coquille,Coos,No,Yes,OW4679,"Ivey Jean",,,W,2563,,2500,63,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP6873-2018,2018,NP6873,Sentinel,,Pennsylvania,Lewistown,Mifflin,No,No,OW0529,"Ogden Newspapers",Private,,D,8896,6,8877,19,EP,AAM,,,,
Newspaper,NP4162-2020,2020,NP4162,Sentinel,,Minnesota,Fairmont,Martin,No,No,OW0529,"Ogden Newspapers",Private,,D,4639,6,,,,,,,,
Newspaper,NP6621-2020,2020,NP6621,Sentinel,,Oregon,Coquille,Coos,No,No,OW4679,"Ivey Jean",,,W,2563,,,,,,,,,
Newspaper,NP6873-2020,2020,NP6873,Sentinel,,Pennsylvania,Lewistown,Mifflin,No,No,OW0529,"Ogden Newspapers",Private,,D,8896,6,,,,,,,,
Newspaper,NP2379-2020,2020,NP2379,Sentinel,,Illinois,Illiopolis,Sangamon,No,No,OW1108,"Wilson Cindy",Private,,W,1000,1,,,,,,,,
Newspaper,NP3050-2020,2020,NP3050,Sentinel,,Kentucky,Radcliff,Hardin,No,No,OW1432,"Royalty Printing",,,W,3025,1,,,,,,,,
Newspaper,NP3368-2020,2020,NP3368,Sentinel,,Massachusetts,Belchertown,Hampshire,No,No,OW1496,"Turley Publications",,,W,10054,1,,,,,,,,
Newspaper,NP3369-2004,2004,NP3369,"Sentinel and Enterprise",,Massachusetts,Fitchburg,Worcester,No,Yes,OW0012,"MediaNews Group",Private,,D,16782,7,,,,,,,,
Newspaper,NP3369-2014,2014,NP3369,"Sentinel and Enterprise",,Massachusetts,Fitchburg,Worcester,No,Yes,OW0388,"Digital First Media",Investment,,D,15000,7,,,,,,,,
Newspaper,NP3369-2016,2016,NP3369,"Sentinel and Enterprise",,Massachusetts,Fitchburg,Worcester,No,Yes,OW0388,"Digital First Media",Investment,,D,8709,7,,,,,,,,
Newspaper,NP3369-2018,2018,NP3369,"Sentinel and Enterprise",,Massachusetts,Fitchburg,Worcester,No,Yes,OW0388,"Digital First Media",Investment,,D,8709,7,8709,,EP,AAM,,,,
Newspaper,NP3369-2020,2020,NP3369,"Sentinel and Enterprise",,Massachusetts,Fitchburg,Worcester,No,No,OW5101,"Tribune/Digital First",Investment,,D,8709,7,,,,,,,,
Newspaper,NP6496-2004,2004,NP6496,"Sentinel Leader",,Oklahoma,Sentinel,Washita,No,No,OW2907,"Wolfenburger Joleen",,,W,1400,1,,,,,,,,
Newspaper,NP6496-2014,2014,NP6496,"Sentinel Leader",,Oklahoma,Sentinel,Washita,No,No,OW2907,"Wolfenburger Joleen",,,W,1344,1,,,,,,,,
Newspaper,NP6496-2016,2016,NP6496,"Sentinel Leader",,Oklahoma,Sentinel,Washita,No,No,OW2907,"Wolfenburger Joleen",,,W,1400,1,,,,,,,,
Newspaper,NP6496-2018,2018,NP6496,"Sentinel Leader",,Oklahoma,Sentinel,Washita,No,No,OW2907,"Wolfenburger Joleen",,,W,1400,1,1400,,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP6496-2020,2020,NP6496,"Sentinel Leader",,Oklahoma,Sentinel,Washita,No,No,OW2907,"Wolfenburger Joleen",,,W,1400,1,,,,,,,,
Newspaper,NP0726-2004,2004,NP0726,"Sentinel The",,California,Hanford,Kings,No,Yes,OW0168,Pulitzer,Public,,D,13001,7,,,,,,,,
Newspaper,NP3370-2004,2004,NP3370,"Sentinel The",,Massachusetts,Marion,Plymouth,No,No,OW1506,"Enterprise NewsMedia",Investment,,W,2845,1,,,,,,,,
Newspaper,NP0726-2014,2014,NP0726,"Sentinel The",,California,Hanford,Kings,No,Yes,OW0198,"Lee Enterprises",Public,,D,8554,6,,,,,,,,
Newspaper,NP3370-2014,2014,NP3370,"Sentinel The",,Massachusetts,Marion,Plymouth,No,No,OW0618,"New Media/GateHouse",Investment,,W,1828,1,,,,,,,,
Newspaper,NP0726-2016,2016,NP0726,"Sentinel The",,California,Hanford,Kings,No,Yes,OW0198,"Lee Enterprises",Public,,D,6860,6,,,,,,,,
Newspaper,NP3370-2016,2016,NP3370,"Sentinel The",,Massachusetts,Marion,Plymouth,No,Yes,OW0618,"New Media/GateHouse",Investment,,W,658,1,,,,,,,,
Newspaper,NP0726-2018,2018,NP0726,"Sentinel The",,California,Hanford,Kings,No,Yes,OW0198,"Lee Enterprises",Public,,D,5168,6,5168,,EP,AAM,,,,
Newspaper,NP3370-2018,2018,NP3370,"Sentinel The",,Massachusetts,Marion,Plymouth,No,No,OW0618,"New Media/GateHouse",Investment,,W,658,1,,,Unknown,,,,,
Newspaper,NP0726-2020,2020,NP0726,"Sentinel The",,California,Hanford,Kings,No,No,OW5093,"Lee/BH Media",Public,,D,5168,6,,,,,,,,
Newspaper,NP8894-2014,2014,NP8894,"Sentinel Weekly News",,California,Corona,Riverside,No,No,OW4068,"GG Publications",,,W,11000,1,,,,,,,,
Newspaper,NP8894-2016,2016,NP8894,"Sentinel Weekly News",,California,Corona,Riverside,No,No,OW4068,"GG Publications",,,W,11000,1,,,,,,,,
Newspaper,NP8894-2018,2018,NP8894,"Sentinel Weekly News",,California,Corona,Riverside,No,No,OW4068,"GG Publications",,,W,11000,1,,,Unknown,,,,,
Newspaper,NP8894-2020,2020,NP8894,"Sentinel Weekly News",,California,Corona,Riverside,No,No,OW4068,"GG Publications",,,W,11000,1,,,,,,,,
Newspaper,NP5867-2004,2004,NP5867,"Sentinel, The",,"New York","New Windsor",Orange,No,No,OW2662,"E W Smith Publications",,,W,6000,2,,,,,,,,
Newspaper,NP5867-2014,2014,NP5867,"Sentinel, The",,"New York","New Windsor",Orange,No,No,OW2662,"E W Smith Publications",,,W,5791,1,,,,,,,,
Newspaper,NP5867-2016,2016,NP5867,"Sentinel, The",,"New York","New Windsor",Orange,No,Yes,OW2662,"E W Smith Publications",,,W,7000,1,,,,,,,,
Newspaper,NP3051-2004,2004,NP3051,Sentinel-Echo,,Kentucky,London,Laurel,No,No,OW0067,"Community Newspaper Holdings Inc (CNHI)",Investment,,W,8200,3,,,,,,,,
Newspaper,NP3051-2014,2014,NP3051,Sentinel-Echo,,Kentucky,London,Laurel,No,No,OW0067,"Community Newspaper Holdings Inc (CNHI)",Investment,,W,7087,3,,,,,,,,
Newspaper,NP3051-2016,2016,NP3051,Sentinel-Echo,,Kentucky,London,Laurel,No,No,OW0067,"Community Newspaper Holdings Inc (CNHI)",Investment,,W,19800,3,,,,,,,,
Newspaper,NP3051-2018,2018,NP3051,Sentinel-Echo,,Kentucky,London,Laurel,No,No,OW4926,"Raycom Media Inc.",Investment,,W,19800,3,9800,10000,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP3051-2020,2020,NP3051,Sentinel-Echo,,Kentucky,London,Laurel,No,No,OW5092,CNHI,Investment,,W,19800,3,,,,,,,,
Newspaper,NP3052-2004,2004,NP3052,"Sentinel-News The",,Kentucky,Shelbyville,Shelby,No,No,OW0400,"Landmark Media Enterprises",Private,,W,9000,1,,,,,,,,
Newspaper,NP3052-2014,2014,NP3052,"Sentinel-News The",,Kentucky,Shelbyville,Shelby,No,No,OW0400,"Landmark Media Enterprises",Private,,W,6434,2,,,,,,,,
Newspaper,NP3052-2016,2016,NP3052,"Sentinel-News The",,Kentucky,Shelbyville,Shelby,No,No,OW0400,"Landmark Media Enterprises",Private,,W,6434,2,,,,,,,,
Newspaper,NP3052-2018,2018,NP3052,"Sentinel-News The",,Kentucky,Shelbyville,Shelby,No,No,OW0400,"Landmark Media Enterprises",Private,,W,25500,2,7500,18000,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP3052-2020,2020,NP3052,"Sentinel-News The",,Kentucky,Shelbyville,Shelby,No,No,OW0400,"Landmark Media Enterprises",Private,,W,25500,2,,,,,,,,
Newspaper,NP0250-2004,2004,NP0250,"Sentinel-Record The",,Arkansas,"Hot Springs",Garland,No,Yes,OW0098,"Wehco Media",,,D,17885,7,,,,,,,,
Newspaper,NP0250-2014,2014,NP0250,"Sentinel-Record The",,Arkansas,"Hot Springs",Garland,No,Yes,OW0098,"Wehco Media",,,D,15967,7,,,,,,,,
Newspaper,NP0250-2016,2016,NP0250,"Sentinel-Record The",,Arkansas,"Hot Springs",Garland,No,Yes,OW0098,"Wehco Media",,,D,11826,7,,,,,,,,
Newspaper,NP0250-2018,2018,NP0250,"Sentinel-Record The",,Arkansas,"Hot Springs",Garland,No,Yes,OW0098,"Wehco Media",Private,,D,13227,7,13227,,EP,AAM,,,,
Newspaper,NP0250-2020,2020,NP0250,"Sentinel-Record The",,Arkansas,"Hot Springs",Garland,No,No,OW0098,"Wehco Media",Private,,D,13227,7,,,,,,,,
Newspaper,NP6230-2004,2004,NP6230,Sentinel-Tribune,,Ohio,"Bowling Green",Wood,No,No,OW2788,"Sentinel Company",,,D,11615,6,,,,,,,,
Newspaper,NP6230-2014,2014,NP6230,Sentinel-Tribune,,Ohio,"Bowling Green",Wood,No,No,OW2788,"Sentinel Company",,,D,11000,6,,,,,,,,
Newspaper,NP6230-2016,2016,NP6230,Sentinel-Tribune,,Ohio,"Bowling Green",Wood,No,No,OW2788,"Sentinel Company",,,D,8252,6,,,,,,,,
Newspaper,NP6230-2018,2018,NP6230,Sentinel-Tribune,,Ohio,"Bowling Green",Wood,No,No,OW2788,"Sentinel Company",,,D,8252,6,7752,500,EP,AAM,,,,
Newspaper,NP6230-2020,2020,NP6230,Sentinel-Tribune,,Ohio,"Bowling Green",Wood,No,No,OW5026,"AIM Media",,,D,8252,6,,,,,,,,
Newspaper,NP1291-2004,2004,NP1291,"Sentry, The",,Florida,"Pompano Beach",Broward,No,No,OW0592,"Rosin Benita",,,W,5500,1,,,,,,,,
Newspaper,NP1291-2014,2014,NP1291,"Sentry, The",,Florida,"Pompano Beach",Broward,No,No,OW0592,"Rosin Benita",,,W,4609,1,,,,,,,,
Newspaper,NP1291-2016,2016,NP1291,"Sentry, The",,Florida,"Pompano Beach",Broward,No,No,OW0592,"Rosin Benita",,,W,5000,1,,,,,,,,
Newspaper,NP8356-2004,2004,NP8356,"Sequim Gazette",,Washington,Sequim,Clallam,No,Yes,OW3790,"Olympic View Publishing",,,W,8500,1,,,,,,,,
Newspaper,NP8356-2014,2014,NP8356,"Sequim Gazette",,Washington,Sequim,Clallam,No,Yes,OW0716,"Black Press Group",Private,,W,7347,1,,,,,,,,
Newspaper,NP8356-2016,2016,NP8356,"Sequim Gazette",,Washington,Sequim,Clallam,No,No,OW0716,"Black Press Group",Private,,W,7347,1,,,,,,,,
Newspaper,NP8356-2018,2018,NP8356,"Sequim Gazette",,Washington,Sequim,Clallam,No,Yes,OW0716,"Black Press Group",Private,,W,3835,1,3835,,EP,AAM,,,,
Newspaper,NP8356-2020,2020,NP8356,"Sequim Gazette",,Washington,Sequim,Clallam,No,No,OW0716,"Black Press Group",Private,,W,3835,1,,,,,,,,
Newspaper,NP6497-2004,2004,NP6497,"Sequoyah County Times",,Oklahoma,Sallisaw,Sequoyah,No,No,OW2908,"Mayo Jim & Jeff",,,W,7358,2,,,,,,,,
Newspaper,NP6497-2014,2014,NP6497,"Sequoyah County Times",,Oklahoma,Sallisaw,Sequoyah,No,No,OW2908,"Mayo Jim & Jeff",,,W,6223,2,,,,,,,,
Newspaper,NP6497-2016,2016,NP6497,"Sequoyah County Times",,Oklahoma,Sallisaw,Sequoyah,No,No,OW2908,"Mayo Jim & Jeff",,,W,4723,2,,,,,,,,
Newspaper,NP6497-2018,2018,NP6497,"Sequoyah County Times",,Oklahoma,Sallisaw,Sequoyah,No,No,OW2908,"Mayo Jim & Jeff",,,W,4723,2,4627,96,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP6497-2020,2020,NP6497,"Sequoyah County Times",,Oklahoma,Sallisaw,Sequoyah,No,No,OW2908,"Mayo Jim & Jeff",,,W,4723,2,,,,,,,,
Newspaper,NP1820-2004,2004,NP1820,"Sergeant Bluff Advocate",,Iowa,"Sergeant Bluff",Woodbury,No,Yes,OW0857,"Stensland, Craig",,,W,920,1,,,,,,,,
Newspaper,NP1820-2014,2014,NP1820,"Sergeant Bluff Advocate",,Iowa,"Sergeant Bluff",Woodbury,No,Yes,OW4205,"Domino Publishing Inc",,,W,1081,1,,,,,,,,
Newspaper,NP1820-2016,2016,NP1820,"Sergeant Bluff Advocate",,Iowa,"Sergeant Bluff",Woodbury,No,Yes,OW4205,"Domino Publishing Inc",,,W,1150,1,,,,,,,,
Newspaper,NP1820-2018,2018,NP1820,"Sergeant Bluff Advocate",,Iowa,"Sergeant Bluff",Woodbury,No,Yes,OW4205,"Domino Publishing Inc",Private,,W,1150,1,1100,50,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP1820-2020,2020,NP1820,"Sergeant Bluff Advocate",,Iowa,"Sergeant Bluff",Woodbury,No,No,OW4205,"Domino Publishing Inc",Private,,W,1150,1,,,,,,,,
Newspaper,NP8239-2004,2004,NP8239,"Seven Days",,Vermont,Burlington,Chittenden,No,Yes,OW3733,"Polston, Pamela",,,W,23869,1,,,,,,,,
Newspaper,NP8239-2014,2014,NP8239,"Seven Days",,Vermont,Burlington,Chittenden,No,Yes,OW4852,"Da Capo Publishing Inc",,,W,33248,1,,,,,,,,
Newspaper,NP8239-2016,2016,NP8239,"Seven Days",,Vermont,Burlington,Chittenden,No,Yes,OW4852,"Da Capo Publishing Inc",,,W,34311,1,,,,,,,,
Newspaper,NP8239-2018,2018,NP8239,"Seven Days",,Vermont,Burlington,Chittenden,No,Yes,OW4852,"Da Capo Publishing Inc",,,W,35983,1,8,35975,EP,,,,,
Newspaper,NP8239-2020,2020,NP8239,"Seven Days",,Vermont,Burlington,Chittenden,No,No,OW4852,"Da Capo Publishing Inc",,,W,35983,1,,,,,,,,
Newspaper,NP5115-2004,2004,NP5115,"Seward County Independent",,Nebraska,Seward,Seward,No,Yes,OW2364,"Rhodes Publisher",,,W,4000,1,,,,,,,,
Newspaper,NP5115-2014,2014,NP5115,"Seward County Independent",,Nebraska,Seward,Seward,No,Yes,OW2364,"Rhodes Publisher",,,W,3649,1,,,,,,,,
Newspaper,NP5115-2016,2016,NP5115,"Seward County Independent",,Nebraska,Seward,Seward,No,Yes,OW2364,"Rhodes Publisher",,,W,3649,1,,,,,,,,
Newspaper,NP5115-2018,2018,NP5115,"Seward County Independent",,Nebraska,Seward,Seward,No,Yes,OW2364,"Rhodes Publisher",,,W,3225,1,3200,25,EP,Sworn/Estimate/Non-Audited,,,,
Newspaper,NP5115-2020,2020,NP5115,"Seward County Independent",,Nebraska,Seward,Seward,No,No,OW2364,"Rhodes Publisher",,,W,3225,1,,,,,,,,
Newspaper,NP6874-2004,2004,NP6874,"Sewickley Herald",,Pennsylvania,Sewickley,Allegheny,No,No,OW2986,"Gateway Newspapers",,,W,3196,1,,,,,,,,
Newspaper,NP6874-2014,2014,NP6874,"Sewickley Herald",,Pennsylvania,Sewickley,Allegheny,No,No,OW3009,"Trib Total Media",,,W,2727,1,,,,,,,,
Newspaper,NP6874-2016,2016,NP6874,"Sewickley Herald",,Pennsylvania,Sewickley,Allegheny,No,No,OW3009,"Trib Total Media",,,W,8412,1,,,,,,,,
Newspaper,NP6874-2018,2018,NP6874,"Sewickley Herald",,Pennsylvania,Sewickley,Allegheny,No,No,OW3009,"Trib Total Media",,,W,8412,1,431,7981,EP,AAM,,,,
Newspaper,NP6874-2020,2020,NP6874,"Sewickley Herald",,Pennsylvania,Sewickley,Allegheny,No,No,OW3009,"Trib Total Media",,,W,8412,1,,,,,,,,
Newspaper,NP7354-2004,2004,NP7354,"Seymour Herald",,Tennessee,Seymour,Sevier,No,No,OW3262,"Tennessee Graphics Inc",,,W,1200,1,,,,,,,,
Newspaper,NP1821-2004,2004,NP1821,"Seymour Herald",,Iowa,Seymour,Wayne,No,Yes,OW0858,"Young Karen",,,W,1650,1,,,,,,,,
Newspaper,NP7354-2014,2014,NP7354,"Seymour Herald",,Tennessee,Seymour,Sevier,No,No,OW3262,"Tennessee Graphics Inc",,,W,8633,1,,,,,,,,
Newspaper,NP1821-2014,2014,NP1821,"Seymour Herald",,Iowa,Seymour,Wayne,No,Yes,OW0858,"Young Karen",,,W,1272,1,,,,,,,,
Newspaper,NP1821-2016,2016,NP1821,"Seymour Herald",,Iowa,Seymour,Wayne,No,Yes,OW0858,"Young Karen",,,W,1500,1,,,,,,,,
Newspaper,NP7354-2016,2016,NP7354,"Seymour Herald",,Tennessee,Seymour,Sevier,No,No,OW3262,"Tennessee Graphics Inc",,,W,8633,1,,,,,,,,
Newspaper,NP1821-2018,2018,NP1821,"Seymour Herald",,Iowa,Seymour,Wayne,No,Yes,OW0858,"Young Karen",Private,,W,1500,1,1500,,EP,Sworn/Estimate/Non-Audited,,,,
