name,institution_type,avg_rad,no2,impervious_surface
Sonoma Central Landfill Phase III,Power Plant,2.6691666,1.8675056318815324e-5,0
Sierra Pacific Aberdeen,Power Plant,13.21,1.4449304908441111e-5,75
Ridgeview,Power Plant,1.4325,3.464698350917012e-5,0
Jasper,Power Plant,13.754167,2.524662400294146e-5,99
McMinnville,Power Plant,15.681666,2.2620375647439275e-5,86
Boulder City Silver Lake Hydro,Power Plant,0.52416664,2.6815733648167096e-5,1
Tracy Combined Cycle Power Plant,Power Plant,10.531667,3.4648948872127e-5,0
Century Generating Facility,Power Plant,34.776665,1.0671333554721132e-4,36
Drews Generating Facility,Power Plant,34.776665,1.0671333554721132e-4,64
NRG Rockford II Energy Center,Power Plant,41.338333,4.055177805747852e-5,84
NAEA Ocean Peaking Power LLC,Power Plant,24.586666,4.213692808681768e-5,91
Warren County,Power Plant,23.205833,2.069381230426722e-5,39
Elk Hills Cogen,Power Plant,33.254166,2.471483943850164e-5,78
Agua Mansa Power Plant,Power Plant,53.798332,1.0671333554721132e-4,78
Pretlow,Power Plant,7.4275002,2.7098077146688476e-5,83
Downtown,Power Plant,30.625,2.8008487184770956e-5,81
Riverview Energy Center,Power Plant,34.601665,3.9989429117240906e-5,76
Brown Station Road Plant II,Power Plant,8.905,4.624497001099683e-5,31
Wansley Combined Cycle,Power Plant,37.1975,2.491894812530909e-5,92
Trent Wind Farm,Power Plant,0.5133333,1.6648602738808148e-5,0
Hawkeye Energy Greenport LLC,Power Plant,7.635,3.520614019814384e-5,75
Cosumnes,Power Plant,10.7,3.062658066231985e-5,88
Cass County,Power Plant,2.5866666,3.1258277430725804e-5,77
Hunterstown Power Plant,Power Plant,6.076667,2.358155720452665e-5,99
Bluffview,Power Plant,22.739166,1.6516122913161968e-5,88
Salton Sea Power LLC - Unit 5,Power Plant,90.56416,2.4711740661459913e-5,0
CE Turbo LLC,Power Plant,3.7316666,2.242097621647315e-5,77
Palomar Energy,Power Plant,43.42167,2.4290361223154212e-05,84
Mountaineer Wind Energy Center,Power Plant,0.425,1.6381343754077647e-5,0
FPL Energy Vansycle LLC (OR),Power Plant,0.50416666,2.111293889768908e-5,0
Ashtabula,Power Plant,35.154167,2.72689725557428e-5,93
Brady,Power Plant,4.088333,1.5140478826583248e-5,0
Desert Sky,Power Plant,0.5525,1.399633963238698e-5,0
Minot Wind Project,Power Plant,0.64666665,2.3896983648097924e-5,30
Alliant SBD0201 Ingredion,Power Plant,88.534164,3.704056877648766e-5,100
Orchard Park,Power Plant,22.590834,2.7159709176113384e-5,84
Waymart Wind,Power Plant,1.0625,1.6862150399091786e-5,0
Minwind,Power Plant,0.76416665,3.109402695969612e-5,0
Mount Clinton,Power Plant,20.821667,2.425156679616978e-5,88
Pleasant Valley (VA),Power Plant,20.330833,2.125247892064498e-5,84
Hancock County Wind Energy Center,Power Plant,0.9241667,2.9519574905466382e-5,0
Cabazon Wind Partners,Power Plant,4.0866666,3.4186091584292986e-5,0
Whitewater Hill Wind Partners,Power Plant,1.52,3.126866324621802e-5,1
Exira,Power Plant,2.0916667,2.5662578780983924e-5,88
Walton Bainbridge Power Facility,Power Plant,15.408334,2.1166394622739004e-5,79
Grimes Way,Power Plant,39.1825,1.562568895917598e-5,87
AMEA Peaking,Power Plant,16.7175,2.6391048057825987e-5,69
Waste Water Plant Generator,Power Plant,19.535,2.094286900070517e-5,32
Traer East,Power Plant,4.57,2.998160766638409e-5,0
Donald Von Raesfeld Power Plant,Power Plant,78.31917,4.416408532822157e-5,100
Fox Energy Center,Power Plant,16.016666,3.510866547111217e-5,94
Equus Freeport Power,Power Plant,33.178333,8.189052271970288e-5,80
Smithfield Packaged Meats Corp.,Power Plant,23.383333,2.460767445053907e-5,76
Smithfield Packaged Meats Corp.,Power Plant,23.383333,2.460767445053907e-5,91
Smithfield Packaged Meats Corp.,Power Plant,23.383333,2.823294858019866e-5,76
Smithfield Packaged Meats Corp.,Power Plant,23.383333,2.823294858019866e-5,91
WWTP Power Generation Station,Power Plant,47.539165,4.6307063968140927e-5,95
UMCP CHP Plant,Power Plant,81.457504,4.708093931760274e-5,93
H. Gonzales,Power Plant,92.07167,1.1637922733429002e-4,100
Malburg,Power Plant,92.07167,1.1637922733429002e-4,100
Magnolia Power Project,Power Plant,93.833336,9.340272189375144e-5,85
CPV Towantic Energy Center,Power Plant,13.393333,5.0808770553299714e-5,55
Inner Harbor East Heating,Power Plant,194.52501,5.471105564867549e-5,83
THUMS,Power Plant,158.5725,7.09411832998466e-5,92
"Meyersdale Windpower, LLC",Power Plant,0.60249996,1.966038616776269e-5,0
Casey City of,Power Plant,7.245,3.161029021235516e-5,78
G McNeilus Wind Farm Dodge Center,Power Plant,1.0691667,3.084362104547645e-5,47
"High Point, Fairfield",Power Plant,59.3475,2.7936881868842733e-5,72
"Statesville, Highway 64",Power Plant,6.965833,2.6040713859220117e-5,45
"Shelby, Toms Street",Power Plant,16.814167,2.447702161924e-5,43
"Morganton, Parker Road",Power Plant,13.865,2.2288800789433117e-5,46
Lexington Health Center,Power Plant,40.566666,3.13571522650261e-5,61
Elm Road Generating Station,Power Plant,72.84333,4.661174946163223e-5,94
Berlin Landfill Gas,Power Plant,7.585,3.1321066092409297e-5,72
Diesel Generators,Power Plant,59.756668,3.543584821440845e-5,85
Alliant SBG 9802 Toyota,Power Plant,16.239166,3.627721261035192e-5,41
High Winds LLC,Power Plant,0.81333333,3.083970703327449e-5,64
ABC Coke,Power Plant,74.363335,2.464468270994195e-5,100
Walnut Energy Center,Power Plant,12.234167,4.28209813599748e-5,97
SJ/SC WPCP,Power Plant,38.290833,4.047821950270127e-5,52
Blue Canyon Windpower,Power Plant,0.41166666,1.552788908387899e-5,0
Blacksand Generating Facility,Power Plant,10.074166,6.592915183414538e-5,35
South Dakota Wind Energy Cente,Power Plant,0.52,1.8639224719900388e-5,0
TransAlta Wyoming Wind,Power Plant,0.48333335,1.297211650872665e-5,0
Oklahoma Wind Energy Center,Power Plant,0.39916667,2.3911501596112937e-5,39
New Mexico Wind Energy Center,Power Plant,0.40083334,1.5650934870929884e-5,41
Hillsboro,Power Plant,10.1125,3.1994944493805986e-5,75
FPL Energy North Dakota Wind I/II,Power Plant,0.54333335,2.2853704813386937e-5,0
St. Charles Power Plant,Power Plant,10.1325,3.0183249124515307e-5,38
Currant Creek,Power Plant,627.7142,1.5719476540530753e-5,100
Mankato Energy Center,Power Plant,30.590834,3.3012664743612486e-5,65
Kimball Wind,Power Plant,0.44333333,1.4970084916633464e-5,5
T J Labbe Electric Generating,Power Plant,25.075,1.973669788663024e-5,86
Brazos Wind Farm,Power Plant,6.068333,1.831300094192543e-5,0
Mountain View III,Power Plant,1.7791667,3.126866324621802e-5,0
IMEA Highland,Power Plant,38.634167,3.421072231370695e-5,89
IMEA Flora,Power Plant,23.616667,2.890776161708072e-5,44
Flora Site A,Power Plant,25.431667,2.890776161708072e-5,53
Flora Site B,Power Plant,17.289167,2.8486190102931103e-5,73
Middlesex County Utilities Authority,Power Plant,14.288333,7.651543027917081e-5,87
Lee County Landfill,Power Plant,8.655833,2.3500083468783533e-5,91
Richland County Landfill,Power Plant,5.44,2.4518204801930407e-5,77
Springville Hydroelectric,Power Plant,10.26,2.6986682913791593e-5,45
Macon Energy Center,Power Plant,10.548333,2.1686010729402852e-5,70
Thermal Kem,Power Plant,6.650833,2.9518044408369012e-5,66
Valenite,Power Plant,13.1125,2.2750631568945448e-5,47
Honea Path,Power Plant,2.6716666,2.2355330260082267e-5,38
Regional Wastewater Control Facility,Power Plant,44.298332,3.732431846862227e-5,97
Ripon Generation Station,Power Plant,59.711666,3.6658089142814224e-5,90
Anderson Erickson,Power Plant,50.965,3.123387062943597e-5,97
Neptune Gas Processing Plant,Power Plant,21.426666,1.218173797359634e-5,50
Jamaica Bay Peaking,Power Plant,21.796667,8.96004649139276e-5,99
Riverside Energy Resource Center,Power Plant,84.94417,5.823773206951821e-5,68
Springs Generating Station,Power Plant,88.34167,5.458031067875693e-5,50
Ft. Pierre,Power Plant,37.199165,2.0913100238064862e-5,67
McIntosh Combined Cycle Facility,Power Plant,27.8225,2.9330944881976273e-5,80
South Harper,Power Plant,4.2816668,2.666618554084532e-5,100
Freeport Energy Center,Power Plant,129.71333,1.6113579728487566e-5,98
"Mendota Hills, LLC",Power Plant,0.7375,4.073263812997687e-5,0
Ainsworth Wind,Power Plant,0.42249998,1.5157583498527826e-5,0
Kennecott Power Plant,Power Plant,13.861667,2.9378221969705504e-5,100
Faribault Energy Park,Power Plant,19.5725,3.558065445327317e-5,75
Sheboygan Falls,Power Plant,5.8391666,3.7279697867756625e-5,100
Flying Cloud Power Partners LLC,Power Plant,0.65166664,2.446724062048154e-5,31
Colorado Green Holdings LLC,Power Plant,0.39,1.8631769360382218e-5,0
Moraine Wind LLC,Power Plant,1.4666667,2.3903239863793908e-5,0
Nebo Power Station,Power Plant,18.816668,2.1256133493340308e-5,85
Genoa Diesel Generating Station,Power Plant,7.798333,3.453128735778476e-5,0
Red Bluff,Power Plant,14.961667,2.0480186979685147e-5,99
Chowchilla II,Power Plant,14.716666,2.9628887108536604e-5,84
Pinelawn Power LLC,Power Plant,28.423334,7.185339377468387e-5,89
"Waterside Power, LLC",Power Plant,35.6725,5.045111752950983e-5,75
Central Michigan University,Power Plant,31.023333,2.8071787038092965e-05,98
Georgia-Pacific Wauna Mill,Power Plant,23.709166,2.2419539917054143e-5,71
Medford Operation,Power Plant,65.93083,2.448459111922232e-5,96
Dike City Power Plant,Power Plant,8.025,3.4330498600089837e-5,28
Combine Hills I,Power Plant,0.48166668,1.982026322051684e-5,0
Zeltmann,Power Plant,55.558334,8.747815628807685e-5,86
TG Windfarm LLC,Power Plant,0.81666666,2.681288656575367e-5,0
CG Windfarm LLC,Power Plant,0.7916667,2.681288656575367e-5,0
Bisson Windfarm LLC,Power Plant,0.76166666,2.681288656575367e-5,41
Tofteland Windfarm LLC,Power Plant,0.8616667,2.681288656575367e-5,0
Westridge Windfarm LLC,Power Plant,0.745,2.681288656575367e-5,0
Fey Windfarm LLC,Power Plant,0.54333335,2.3903239863793908e-5,40
Windcurrent Farms LLC,Power Plant,0.65583336,2.3903239863793908e-5,0
K-Brink Windfarm LLC,Power Plant,0.555,2.4291070254601607e-5,46
DL Windy Acres LLC,Power Plant,0.5158333,2.376840440154348e-5,0
S&P Windfarm LLC,Power Plant,0.5308333,2.376840440154348e-5,0
Boeve Windfarm LLC,Power Plant,0.5883333,2.4291070254601607e-5,0
B&K Energy Systems LLC,Power Plant,0.50666666,2.376840440154348e-5,11
Sweetwater Wind 1 LLC,Power Plant,0.45083332,1.370926857091596e-5,0
Sweetwater Wind 2 LLC,Power Plant,0.44416666,1.4940645141655027e-5,0
Allendorf,Power Plant,0.71916664,2.6208105428495436e-5,0
TS Power Plant,Power Plant,10.446667,1.3797442623865876e-5,77
Aeolus Wind Facility,Power Plant,0.41166666,2.073691229481564e-5,0
Bowling Green Wind,Power Plant,1.7141666,3.657029657365989e-5,0
Port Westward,Power Plant,9.268333,2.7596115214862893e-5,91
Prescott Airport,Power Plant,8.415833,1.2302347896966144e-5,62
Cogeneration 1,Power Plant,86.13583,2.83142825408724e-5,88
Emory Hillandale Hospital,Power Plant,43.789165,4.126778777921524e-5,38
Miramar Energy Facility,Power Plant,33.6175,2.800183031542077e-5,79
EG178 Facility,Power Plant,48.3125,1.892024124351515e-5,94
Caithness Long Island Energy Center,Power Plant,34.739166,4.4708736744443054e-5,90
Lake Side Power Plant,Power Plant,45.344166,2.1088377919444933e-5,92
Groton Generation Station,Power Plant,5.1150002,2.8342274253766636e-5,89
Malaga Power LLC,Power Plant,36.339165,3.8466384202393736e-5,53
Buffalo Gap Wind Farm,Power Plant,0.42833334,1.4760990506853644e-5,0
Cannon Falls Energy Center,Power Plant,13.633333,3.4204946217709864e-5,90
Kindred School,Power Plant,20.8475,3.977040964375047e-5,87
State Auto Insurance,Power Plant,36.74917,3.246139575131662e-5,70
Stevens Community Medical Center,Power Plant,29.225,2.9674340349822728e-5,81
Shell Chemical,Power Plant,139.29916,2.7022932542552476e-5,91
Anson County Generation Facility,Power Plant,6.474167,2.4108388628661123e-5,97
Ontario LFGTE,Power Plant,3.4791667,2.131391622714185e-5,0
Intrepid,Power Plant,0.87333333,2.8423102726691952e-5,6
Century,Power Plant,0.8625,2.656955244128381e-5,68
Millcreek Power Generation,Power Plant,38.31,1.8812348375802492e-5,73
Hopkins Ridge Wind,Power Plant,0.41583332,1.60898526873688e-5,3
Empire Generating Co LLC,Power Plant,33.855835,2.870156822342964e-5,100
"High Point, Pump Station Rd",Power Plant,5.556667,2.878127568302248e-5,13
Lexington,Power Plant,19.735,3.0962816217168566e-5,76
"Gastonia, Tulip Drive",Power Plant,23.853333,2.698118632304496e-5,30
Albemarle Prime Power Park,Power Plant,3.4233334,3.0136708145046912e-5,0
IBM West,Power Plant,37.788334,3.014560942446069e-5,95
Callahan Divide Wind Energy Center,Power Plant,0.45583335,1.4832586978405476e-5,0
Diablo Winds LLC,Power Plant,0.9841667,3.0925005414988424e-5,2
Weatherford Wind Energy Center,Power Plant,1.7175,1.990685481686244e-5,0
Valley Queen Cheese,Power Plant,50.900833,3.246139575131662e-5,100
Helzel & Schwarzhoff 86,Power Plant,0.68333334,2.8243486909993875e-5,0
ZCO,Power Plant,0.54,2.6483883718310847e-5,0
Bavarian LFGTE,Power Plant,3.8233333,3.639688073603931e-5,90
Green Valley LFGTE,Power Plant,1.9825,2.5599216015510377e-5,76
Hardin County LFGTE,Power Plant,0.93833333,2.5759055165391537e-5,0
Hargis-Hebert Electric Generating,Power Plant,35.22,1.4439796801896157e-5,95
Salem Water Plant,Power Plant,42.19,1.7377756323053e-5,66
Salem Street Dept,Power Plant,22.6175,2.138433710956261e-5,99
Maple Ridge Wind Farm,Power Plant,0.7316667,1.914985152040177e-5,27
Horse Hollow Wind Energy Center,Power Plant,0.5183333,1.698559829595573e-5,57
Hamlet Generating Facility,Power Plant,26.4875,2.5134217647233183e-5,100
Caprock Wind Farm,Power Plant,0.7475,1.4331033710876578e-5,0
Bayway Refinery,Power Plant,121.09583,1.2246542476473395e-4,95
Kumeyaay Wind,Power Plant,1.4658333,2.194609407867098e-5,7
Trimont Area Wind Farm,Power Plant,0.58916664,2.4660335049881436e-5,0
Crescent Ridge,Power Plant,0.59250003,3.21968810279878e-5,21
Roseville Energy Park,Power Plant,37.254166,3.104012386266243e-5,50
Wind Park Bear Creek,Power Plant,1.2458333,2.1080318814653183e-5,0
Jersey-Atlantic Wind Farm,Power Plant,11.803333,3.351948637098282e-5,97
Wolverine Creek,Power Plant,0.65749997,1.3567231702807288e-5,0
Oasis Wind,Power Plant,0.61833334,2.698765417214298e-5,0
Elk River Wind,Power Plant,0.41583332,2.1820492371936382e-5,65
San Juan Mesa Wind Project LLC,Power Plant,0.41333336,1.5195896306925652e-5,0
Adams Wind Farm,Power Plant,0.52,3.148327334942514e-5,30
Fossil Gulch,Power Plant,0.455,2.2674598138082253e-5,37
Trigen St. Louis,Power Plant,89.808334,5.4413799194717365e-5,100
Sweetwater Wind 3 LLC,Power Plant,0.46083334,1.536677556003753e-5,29
Shute Creek Facility,Power Plant,103.76666,1.1747963938864951e-5,0
Coleman Falls,Power Plant,0.71916664,1.7036281326610768e-5,0
Holcomb Rock,Power Plant,0.71916664,1.7036281326610768e-5,0
Raft River Geothermal Power Plant,Power Plant,1.6966667,1.387172478525168e-5,96
Wygen 2,Power Plant,41.131668,2.3955373036853472e-5,74
Spring Canyon,Power Plant,0.44083333,1.5911272864274535e-5,4
Richard Burdette Geothermal,Power Plant,7.7316666,1.6320262892122015e-5,92
Wild Horse,Power Plant,0.4375,1.4960347391086111e-5,0
Modern Innovative Energy LLC,Power Plant,3.0125,2.9410224075954655e-5,0
Colonie LFGTE Facility,Power Plant,9.918333,2.5882559659698312e-5,87
Mustang Station Unit 4,Power Plant,16.159166,2.198789956130603e-5,70
Pendleton County LFGTE,Power Plant,8.9675,2.906913301572312e-5,0
Harry D Mattison Gas Plant,Power Plant,15.627501,2.187319861533384e-5,94
Gauley River Power Partners,Power Plant,2.09,2.0603474191307167e-5,0
Blue Canyon Windpower II,Power Plant,0.6383333,1.6650534159965783e-5,0
Aragonne Wind LLC,Power Plant,0.3875,1.396886912949253e-5,0
Sweetwater Wind 4 LLC,Power Plant,0.495,1.506231742576876e-5,0
High Trail Wind Farm LLC,Power Plant,1.81,3.7254985048195504e-5,0
Albemarle Hospital Unit,Power Plant,19.630833,2.8487782122879577e-5,63
Cherryville City Hall,Power Plant,27.043333,2.420653843195891e-5,52
Lincolnton High School,Power Plant,12.9383335,2.5491722004427047e-5,62
Maiden Community Center,Power Plant,21.156666,2.674758351312252e-5,44
Monroe Middle School,Power Plant,23.4,3.310766452192997e-5,25
Morganton Station 5,Power Plant,16.1075,1.9253732167888604e-5,11
Pineville Delivery 2,Power Plant,27.045,3.275846217205667e-5,56
Bear Valley Power Plant,Power Plant,3.3366666,2.01113745684218e-5,2
Cedar Ridge,Power Plant,1.8183333,3.524873044792287e-5,58
Laverne Diesel Generating Plant,Power Plant,8.828333,2.1341078932933673e-5,51
Quail Run Energy Center,Power Plant,64.79,3.167633829404732e-5,88
Colorado Bend Energy Center,Power Plant,42.869167,1.1094572550905112e-5,83
Spearville,Power Plant,1.3249999,2.4388322565183952e-5,12
Whispering Willow Wind Farm - East,Power Plant,0.99083334,3.1651341444638906e-5,0
Clearwater Power Plant,Power Plant,34.425835,4.7259945921025315e-5,78
FPL Energy Burleigh County Wind,Power Plant,0.6533333,2.3215701463584125e-5,0
Western Renewable Energy,Power Plant,1.3975,5.643237177567061e-6,75
Klondike Windpower II,Power Plant,0.4475,1.8597972526154987e-5,0
Leaning Juniper,Power Plant,0.44916666,2.2129876600433685e-5,0
Big Horn Wind Project,Power Plant,0.43583333,1.6225107622651664e-5,1
Shiloh I Wind Project,Power Plant,0.72583336,3.083970703327449e-5,0
Danville Kentuck Road Plant,Power Plant,2.9441667,2.149772483608513e-5,59
Electric Avenue Facility,Power Plant,5.2883334,3.218828670517256e-5,21
Water Treatment Plant Generators,Power Plant,4.213333,2.9377690881525648e-5,26
Casselman Wind Power Project,Power Plant,0.6575,2.2874893566134133e-5,0
Cedar Creek Wind,Power Plant,0.45333332,1.5425903138721373e-5,0
Sweetwater Wind 5,Power Plant,0.49916667,1.362401760182469e-5,0
Robert Mueller Energy Center,Power Plant,61.55,3.0241834754825864e-5,73
Pike County Wind Power,Power Plant,0.7416667,3.112774563572353e-5,70
Judith Gap Wind Energy Center,Power Plant,0.485,1.0378653236041168e-5,0
Victory Wind Farm,Power Plant,0.59166664,2.463837723177666e-5,32
Centennial Wind Farm,Power Plant,0.47583333,2.271112659775049e-5,0
Northern Iowa Windpower II,Power Plant,0.905,3.0726240246257035e-5,0
Top of Iowa Windfarm III,Power Plant,0.87416667,3.197028156210287e-5,0
Blue Sky Green Field Wind Project,Power Plant,1.8366667,3.4783003036341336e-5,0
FPL Energy Oliver Wind I LLC,Power Plant,0.6675,3.573357089763334e-5,26
Forest Creek Wind Farm LLC,Power Plant,0.5183333,1.844226100156827e-5,0
Mesquite Wind Power LLC,Power Plant,0.42083332,1.432197839974663e-5,45
Hunlock Unit 4,Power Plant,6.7516665,2.320226206326416e-5,98
Lempster Wind LLC,Power Plant,0.54,2.418239862419116e-5,80
