"facility_name","address","city","state","zip","county","lat","long","status","operator_name","mw","sizerank","community_pushback","mw_clean","local_gen_mw","pct_consumed","local_mw_capacity","pct_consumed_capped"
"DataBank ATL2 Data Center","1100 White St SW","Atlanta","GA","30310","Fulton",33.733864,-84.425735,"Operating","DataBank","4","Small (0-10 MW)","Unknown",4,921238.200000006,0.0350975712480696,11396.8,0.0350975712480696
"DataBank ATL3 Data Center","1150 White St SW","Atlanta","GA","30310","Fulton",33.73448,-84.4265,"Operating","DataBank","6","Small (0-10 MW)","Unknown",6,921238.200000006,0.0526214239357317,11402.2,0.0526214239357317
"DataBank ATL4 Data Center","200 Selig Drive SW","Atlanta","GA","30336","Fulton",33.750492,-84.54815,"Proposed","DataBank","40","Medium (11-50 MW)","Unknown",40,924746.800000006,0.338902633273461,11802.8,0.338902633273461
"Digital Realty 10 Forsyth Street NW Data Center","10 Forsyth St NW","Atlanta","GA","30303","Fulton",33.755455,-84.39201,"Proposed","Digital Realty","45","Medium (11-50 MW)","Unknown",45,920066.300000006,0.394847676540783,11396.8,0.394847676540783
"EDC ATL01","1003 Donnelly Avenue SW","Atlanta","GA","30310","Fulton",33.72936,-84.42015,"Operating","EdgeConnex","2","Small (0-10 MW)","Unknown",2,921000.600000006,0.0175487856240348,11396.8,0.0175487856240348
"EDC ATL02","1101 Donnelly Avenue","Atlanta","GA","30310","Fulton",33.731815,-84.42362,"Operating","EdgeConnex","14","Medium (11-50 MW)","Unknown",14,921238.200000006,0.122841499368244,11396.8,0.122841499368244
"EdgeConneX","Stonewall Tell Rd","Atlanta","GA","30349","Fulton",33.635,-84.5819,"Proposed",NA,"324","Hyperscale (100-999 MW)","Unknown",324,924219.600000006,3.00119492019971,10795.7,3.00119492019971
"Edged ATL01-1","1800 Thomas Street NW","Atlanta","GA","30318","Fulton",33.8084,-84.45469,"Operating","Edged","27","Medium (11-50 MW)","Unknown",27,922759.900000006,0.227740477074125,11855.6,0.227740477074125
"Edged ATL01-2","1760 Thomas Street NW","Atlanta","GA","30318","Fulton",33.8084,-84.45469,"Operating","Edged","100","Hyperscale (100-999 MW)","Unknown",100,922759.900000006,0.843483248422686,11855.6,0.843483248422686
"Edged ATL01-3","1740 Thomas Street NW","Atlanta","GA","30318","Fulton",33.8084,-84.45469,"Operating","Edged","42","Medium (11-50 MW)","Unknown",42,922759.900000006,0.354262964337528,11855.6,0.354262964337528
"Equinix Atlanta AT1","180 Peachtree Street NW (2nd & 6th floors)","Atlanta","GA","30303","Fulton",33.758602,-84.387856,"Operating","Equinix","4","Small (0-10 MW)","Unknown",4,919806.800000006,0.0350975712480696,11396.8,0.0350975712480696
"Equinix Atlanta AT2 AT3","56 Marietta Street NW (5th and 6th Floors)","Atlanta","GA","30303","Fulton",33.75543,-84.39146,"Operating","Equinix","1","Small (0-10 MW)","Unknown",1,920066.300000006,0.00877439281201741,11396.8,0.00877439281201741
"Equinix Atlanta AT4","450 Interstate Parkway North","Atlanta","GA","30339","Cobb",33.895363,-84.453636,"Operating","Equinix","12","Medium (11-50 MW)","Unknown",12,922266.100000006,0.101413021431952,11832.8,0.101413021431952
"FOGO Atlanta","56 Marietta Street","Atlanta","GA","30303","Fulton",33.75543,-84.39146,"Operating","FOGO Solutions",NA,"Unknown","Unknown",0,920066.300000006,0,11396.8,0
"H5 Atlanta","345 Courtland Street NE","Atlanta","GA","30308","Fulton",33.76513,-84.38366,"Operating","H5 Data Centers","8","Small (0-10 MW)","Unknown",8,919911.800000006,0.0701951424961393,11396.8,0.0701951424961393
"Intero Systems","1800 Phoenix Blvd (Suite 201)","Atlanta","GA","30349","Fulton",33.61318,-84.44704,"Operating","Intero Systems",NA,"Unknown","Unknown",0,921218.100000006,0,12050.9,0
"Lumen Atlanta 2","180 Peachtree Street NW (Third and Fourth Floors)","Atlanta","GA","30303","Fulton",33.758602,-84.387856,"Operating","Lumen",NA,"Unknown","Unknown",0,919806.800000006,0,11396.8,0
"Lumen Atlanta 5","953 Donnelly Avenue SW","Atlanta","GA","30310","Fulton",33.728493,-84.41872,"Operating","Lumen","0-.4","Small (0-10 MW)","Unknown",0,921000.600000006,0,11396.8,0
"Lumen Atlanta 6","874 Dekalb Avenue NE","Atlanta","GA","30307","Fulton",33.75479,-84.358734,"Operating","Lumen",NA,"Unknown","Unknown",0,917709.900000006,0,11398.2,0
"Lumen Doraville 1","6855 Crescent Dr","Atlanta","GA","30340","Gwinnett",33.90809,-84.236206,"Operating","Lumen",NA,"Unknown","Unknown",0,914482.600000006,0,8642.5,0
"Marrietta Data Center","2812 Spring Road SE (Suite 210)","Atlanta","GA","30339","Cobb",33.884117,-84.47229,"Operating","Coloblox",NA,"Unknown","Unknown",0,922775.100000006,0,11832.8,0
"Microsoft: Project Fulton","Ben Hill Rd","Atlanta","GA","30349","Fulton",33.64121,-84.5167,"Proposed","Microsoft",NA,"Unknown","Unknown",0,923925.000000006,0,11903.4,0
"QTS","1033 Jefferson Street NW","Atlanta","GA","30318","Fulton",33.77595,-84.421074,"Operating",NA,"0-275","Hyperscale (100-999 MW)","Unknown",0,920782.100000006,0,11407.6,0
"Southern Telecom Atlanta","270 Peachtree Street NE","Atlanta","GA","30303","Fulton",33.762527,-84.387886,"Operating","Southern Telecom","0-1","Small (0-10 MW)","Unknown",0,919911.800000006,0,11396.8,0
"Stonewall Tell Data Center","South of South Fulton Parkway and east of Stonewall Tell Road","Atlanta","GA","30349","Fulton",33.615124,-84.55222,"Proposed","RSC Investment Management LLC",NA,"Unknown","Unknown",0,924179.900000006,0,10799.8,0
"Sungard Availability Services Atlanta Data Center","1055 Spring Street NW","Atlanta","GA","30309","Fulton",33.78344,-84.38862,"Operating","Sunguard",NA,"Unknown","Unknown",0,919916.700000006,0,11402.2,0
"Vantage Data Centers Stacks Road Campus","5531 Mallory Rd","Atlanta","GA","30349","Fulton",33.60657,-84.5304,"Proposed",NA,NA,"Unknown","Unknown",0,923432.200000006,0,11421.7,0
"Vantage: Westlake Project","6605 Plummer Rd SW","Atlanta","GA","30331","Fulton",33.70682,-84.5833,"Proposed",NA,NA,"Unknown","Unknown",0,924602.000000006,0,10715.5,0
"Windstream Atlanta","1593 NE Expressway","Atlanta","GA","30329","Dekalb",33.835022,-84.32718,"Operating","Windstream","75","Large (51-99 MW)","Unknown",75,917782.700000006,0.950293323872635,7892.3,0.950293323872635
"T5: Project Eisenhower","2111 Powell Rd","Augusta","GA","30909","Richmond",33.43883,-82.1557,"Approved/Permitted/Under construction",NA,NA,"Unknown","Unknown",0,862176.100000007,0,7588.8,0
"Barnesville Amazon Data Center","unknown location","Barnesville","GA","30204","Lamar",33.05563,-84.1222,"Proposed","Amazon",NA,"Unknown","Unknown",0,904982.900000006,0,5413.8,0
"Trammell Crow Company Data Center","near 1530 US-41","Barnesville","GA","30204","Monroe",33.104168,-84.009544,"Approved/Permitted/Under construction","CBRE",NA,"Hyperscale (100-999 MW)","Unknown",0,903325.200000006,0,4934.7,0
"Project Blue Hole","Martha Berry Hwy","Blakely","GA","39823","Early",31.406675,-84.912994,"Proposed",NA,NA,"Unknown","Unknown",0,876063.300000003,0,4285,0
"Project Ruby","Just west of Talbot Energy Facility","Box Springs","GA","31801","Muscogee",32.581497,-84.71003,"Proposed",NA,NA,"Hyperscale (100-999 MW)","Unknown",0,905885.400000006,0,4614,0
"FOGO Carrollton","340 Tom Reeve Drive","Carrollton","GA","30177","Carroll",33.558292,-85.09067,"Operating","FOGO Solutions",NA,"Unknown","Unknown",0,925542.200000006,0,10836.1,0
"Project Bunkhouse","14 Taff Rd","Cartersville","GA","30120","Bartow",34.0998,-84.9167,"Proposed","Gaines Family Land LLC","1830","Mega campus (>1,000 MW)","Unknown",1830,928645.300000006,14.7508080702235,12406.1,14.7508080702235
"Switch","40 Bates Rd","Cartersville","GA","30120","Bartow",34.11429,-84.7938,"Proposed","Switch",NA,"Hyperscale (100-999 MW)","Unknown",0,927935.200000006,0,10221.1,0
"ATL Data Center","2380 Godby Park","College Park","GA","30349","Fulton",33.614918,-84.467186,"Operating","ATL Data Centers LLC","6","Small (0-10 MW)","Unknown",6,922671.000000006,0.0497929443397871,12049.9,0.0497929443397871
"Lumen College Park","4311 Best Rd","College Park","GA",NA,"Fulton",33.63764,-84.458496,"Operating","Lumen",NA,"Unknown","Unknown",0,921964.800000006,0,11459,0
"Microsoft Union City Data Center Campus","4810 Stonewall Tell Rd","College Park","GA","30349","Fulton",33.62499,-84.56204,"Approved/Permitted/Under construction","Microsoft","324","Hyperscale (100-999 MW)","Unknown",324,924189.900000006,3.00119492019971,10795.7,3.00119492019971
"Stacks/College Park","4380 Stacks Road","College Park","GA","30349","Fulton",33.708233,-84.52996,"Operating","Vantage Data Centers","105","Hyperscale (100-999 MW)","Unknown",105,924242.600000006,0.886060994751143,11850.2,0.886060994751143
"JMF IXP Farm Colombus","8 Corporate Ridge Pkwy","Columbus","GA","31907","Muscogee",32.498444,-84.883575,"Operating","JMF Solutions","13","Medium (11-50 MW)","Unknown",13,906267.900000005,0.29616804119014,4389.4,0.29616804119014
"DC BLOX Atlanta East Campus","1726 Farmer Road","Conyers","GA","30012","Rockdale",33.68936,-84.04566,"Approved/Permitted/Under construction","DC BLOX","216","Hyperscale (100-999 MW)","Unknown",216,909324.100000006,2.87440449258776,7514.6,2.87440449258776
"Rockdale Technology Park","1975 Sigman Rd","Conyers","GA","30012","Rockdale",33.68682,-84.05222,"Proposed","SDP Aquisitions LLC","126","Hyperscale (100-999 MW)","Unknown",126,909438.100000006,1.67673595400953,7514.6,1.67673595400953
"Project Splice","Old Nesbitt Rd","Cordele","GA",NA,"Crisp",31.97113,-83.7316,"Proposed","Red Wolf DCD",NA,"Unknown","Unknown",0,872951.700000006,0,1951.9,0
"Amazon Covington Data Center","Alcovy Rd near Hwy 142","Covington","GA","30014","Newton",33.63342,-83.833015,"Approved/Permitted/Under construction","Amazon",NA,"Hyperscale (100-999 MW)","Unknown",0,901475.200000006,0,7950.3,0
"Project Lighthouse","Off of Gregory Rd, near Flat Rock Rd","Covington","GA","30014","Newton",33.653538,-83.81398,"Proposed","Universal Planning and Development LLC, JBW Investments, LLC data center","360","Hyperscale (100-999 MW)","Unknown",360,901845.700000006,4.55194911932429,7908.7,4.55194911932429
"Serverfarm ATL2","10835 Hazelbrand Rd NE","Covington","GA","30014","Newton",33.61121,-83.83438,"Operating","Severfarm","75","Large (51-99 MW)","Unknown",75,901268.000000006,0.943360627900834,7950.3,0.943360627900834
"CORE DALTON 4","2768 Old Tilton Rd","Dalton","GA",NA,"Whitfield",34.68098,-84.94408,"Proposed","Core Scientific",NA,"Unknown","Unknown",0,932041.600000006,0,10640.4,0
"Core Scientific","Old Tilton Rd","Dalton","GA","30721","Whitfield",34.6883,-84.9408,"Operating","Core Scientific","195","Large (51-99 MW)","Yes",195,932041.600000006,1.83301686375515,10638.2,1.83301686375515
"Dalton","2205 Industrial South Rd","Dalton","GA","30721","Whitfield",34.71316,-84.95143,"Operating","Core Scientific","195","Hyperscale (100-999 MW)","Unknown",195,932617.700000006,1.83301686375515,10638.2,1.83301686375515
"Dalton 3","206 Boring Dr","Dalton","GA","30721","Whitfield",34.701214,-84.95039,"Proposed","Core Scientific","142","Hyperscale (100-999 MW)","Unknown",142,932518.700000006,1.33481228027298,10638.2,1.33481228027298
"Data center","615 South Thornton Avenue","Dalton","GA","30720","Whitfield",34.76418,-84.9711,"Operating",NA,NA,"Small (0-10 MW)","Unknown",0,932910.200000006,0,10631.5,0
"Atlanta-Douglasville 1","1700 North River Road","Douglasville","GA","30122","Douglas",33.73072,-84.61699,"Operating","Flexential","23","Medium (11-50 MW)","Unknown",23,924865.300000006,0.214534227536867,10720.9,0.214534227536867
"Atlanta-Douglasville 2","1750 North River Road","Douglasville","GA","30122","Douglas",33.730686,-84.61119,"Operating","Flexential","36","Medium (11-50 MW)","Unknown",36,924833.600000006,0.335792703970749,10720.9,0.335792703970749
"Douglasville Campus","1601 North River Road","Douglasville","GA","30122","Douglas",33.73178,-84.61917,"Operating","Microsoft","150","Hyperscale (100-999 MW)","Unknown",150,924860.300000006,1.39913626654479,10720.9,1.39913626654479
"Vantage Data Center","Roberts Rd","Douglasville","GA","30135","Douglas",33.71054,-84.6269,"Proposed",NA,NA,"Unknown","Unknown",0,924861.300000006,0,10715.5,0
"Project Eagle","7015 Adams Park Rd","Dry Branch","GA","31020","Twiggs",32.63236,-83.5072,"Proposed","Eagle Rock Partners LLC and Thomas & Hutton Engineering","900","Hyperscale (100-999 MW)","Yes",900,884092.600000006,17.5219998442489,5136.4,17.5219998442489
"East Point Campus","4165 Ben Hill Road","East Point","GA","30349","Fulton",33.642456,-84.514824,"Operating","Microsoft","38","Medium (11-50 MW)","Unknown",38,923925.000000006,0.319236520657963,11903.4,0.319236520657963
"Clayton Commerce III","4350 E Tanners Church Rd","Ellenwood","GA","30294","Clayton",33.6353,-84.30396,"Proposed","TA Realty/ EdgeconneX","180","Hyperscale (100-999 MW)","Unknown",180,915163.700000006,1.23037382858158,14629.7,1.23037382858158
"Conley Creek Data Center","4280 Loveless Pl","Ellenwood","GA","30294","Dekalb",33.64961,-84.294815,"Suspended","Telecad Wireless",NA,"Unknown","Yes",0,915009.800000006,0,14037,0
"Fairburn Technology Center","8125 Bohannon Drive","Fairburn","GA","30213","Fulton",33.532734,-84.58926,"Proposed","Bohannon Road Venture, LLC.",NA,"Unknown","Unknown",0,923508.200000006,0,11252.7,0
"T5 ATL IV","Gullatt Road","Fairburn","GA","30268","Fulton",33.52815,-84.6147,"Proposed",NA,NA,"Unknown","Unknown",0,923578.600000006,0,11258.1,0
"Crow Holdings Development","south of Roberts Rd and west of Hwy 85","Fayetteville","GA","30214","Fayette",33.484707,-84.43693,"Cancelled",NA,NA,"Unknown","Unknown",0,920243.000000006,0,11558.8,0
"Fairwater 2","north of GA-54","Fayetteville","GA","30214","Fayette",33.46006,-84.523994,"Operating","Microsoft","615-1100","Mega campus (>1,000 MW)","Unknown",615,921971.100000006,5.99765944997074,10254,5.99765944997074
"QTS Atlanta Fayetteville Campus/ Project Excalibur","1435 Hwy 54 West","Fayetteville","GA","30214","Fayette",33.447083,-84.52227,"Approved/Permitted/Under construction","QTS Data Centers","500","Hyperscale (100-999 MW)","Yes",500,921907.800000006,4.91062659595365,10182,4.91062659595365
"QTS ATL2 East","west of Veterans Parkway","Fayetteville","GA","30214","Fayette",33.454353,-84.51676,"Proposed","QTS Data Centers",NA,"Unknown",NA,0,921906.600000006,0,10182,0
"Digital Realty Fort Gillem Campus","Fort Gillem","Forest Park","GA","30294","Clayton",33.61974,-84.329025,"Proposed","Digital Realty",NA,"Unknown","Unknown",0,916967.100000006,0,14629.7,0
"Rumble Technology Campus","Rumble Rd","Forsyth","GA","31029","Monroe",32.99113,-83.8368,"Proposed","Google/Cloverleaf Infrastructure",NA,"Unknown","Unknown",0,896364.500000006,0,5322.1,0
"Project Turbo","24000 O’Kelly Rd","Gainesville","GA","30507","Hall",34.226425,-83.78167,"Proposed","Project Turbo, Inc",NA,"Hyperscale (100-999 MW)","Yes",0,904979.400000006,0,4954,0
"Eagle Rock Partners LLC and Thomas & Hutton Engineering Data Center","near 2349 GA-18","Gordon","GA","31031","Jones",32.91623,-83.382996,"Proposed",NA,NA,"Hyperscale (100-999 MW)","Unknown",0,884188.500000006,0,5095.6,0
"Crooked Creek Data Center","near Highway 18 and Highway 49","Gray","GA","31032","Jones",32.937828,-83.396965,"Cancelled","Eagle Rock Partners LLC and Thomas & Hutton Engineering",NA,"Unknown","Yes",0,884420.900000006,0,5095.6,0
"75 South Data Center Campus","~1201 Tomochichi Rd","Griffin","GA","30223","Spalding",33.256115,-84.14383,"Proposed",NA,NA,"Hyperscale (100-999 MW)","Unknown",0,907687.700000006,0,9707,0
"Project Spalding","High Falls Rd","Griffin","GA","30224","Spalding",33.24653,-84.2326,"Approved/Permitted/Under construction","Montana Property Group LLC",NA,"Hyperscale (100-999 MW)","Unknown",0,909660.800000006,0,11507.5,0
"Spalding Investments LLC Data Center","~2038 High Falls Rd","Griffin","GA","30223","Spaulding",33.24212,-84.19505,"Proposed",NA,NA,"Hyperscale (100-999 MW)","Unknown",0,908932.700000006,0,9390.5,0
"Wallace Jackson Data Center Campus","5745 Jackson Rd","Griffin","GA","30223","Spaulding",33.273514,-84.12198,"Proposed",NA,NA,"Mega campus (>1,000 MW)","Unknown",0,907130.100000006,0,8309.8,0
"0 Rocky Creek Data Center Campus","GA-20 & Rocky Creek Rd","Hampton","GA","30228","Henry",33.40101,-84.2243,"Proposed",NA,NA,"Unknown","Unknown",0,911090.600000006,0,11478.3,0
"Hampton Data Center","North of I-20 at McDonough St","Hampton","GA","30228","Henry",33.384445,-84.26329,"Proposed","Southeast Property Holdings LLC",NA,"Unknown","Yes",0,911816.200000006,0,11478.4,0
"Rocky Creek","SE intersection of Rocky Creek Road and GA Highway 20 W","Hampton","GA","30228","Henry",33.40127,-84.22438,"Proposed","Red Wolf DCD Properties, LLC",NA,"Unknown","Yes",0,911090.600000006,0,11478.3,0
"Project Pumpkin","north of Wrightsboro Rd","Harlem","GA","30814","Columbia",33.48528,-82.318,"Approved/Permitted/Under construction",NA,NA,"Unknown","Unknown",0,868120.100000007,0,8420.4,0
"Hogansville Data Center","Hightower Rd","Hogansville","GA","30230","Troup",33.14624,-84.94037,"Proposed",NA,"600","Hyperscale (100-999 MW)","Yes",600,919973.200000006,7.3437614746273,8170.2,7.3437614746273
"River Park","Logistics Pkwy","Jackson","GA","30233","Butts",33.276512,-84.09031,"Proposed","Interstate Health Systems, LLC",NA,"Unknown","Unknown",0,906296.900000006,0,8315.5,0
"Project Pegasus","411 Pegasus Parkway","LaGrange","GA","30240","Troup",32.98697,-85.05588,"Operating","Form8tion (Thor Equities), Google",NA,"Hyperscale (100-999 MW)","Unknown",0,916134.000000006,0,8881.4,0
"Project West","Interstate 85 and Hamilton Rd","LaGrange","GA","30240","Troup",32.96313,-85.0219,"Proposed","Economic Impact Group LLC","600","Hyperscale (100-999 MW)","Unknown",600,916822.100000006,7.23615181446507,8291.7,7.23615181446507
"Lamar County Amazon Data Center","near Van Mar Blvd and High Falls Road","Lamar County","GA",NA,"Lamar",33.1795,-84.0563,"Proposed","Amazon",NA,"Unknown","Unknown",0,905485.200000006,0,5502.3,0
"Data Bank ATL5 Data Center","4764 Bakers Ferry Rd SW","Litha Springs","GA","30122","Fulton",33.7474,-84.5403,"Proposed","DataBank","72","Large (51-99 MW)","Unknown",72,924749.100000006,0.608848599648221,11825.6,0.608848599648221
"Switch Atlanta - The KEEP Campus","1 Switch Way","Lithia","GA","30122","Douglas",33.770504,-84.590355,"Operating","Switch","110","Hyperscale (100-999 MW)","Unknown",110,924927.000000006,1.0255262814417,10726.2,1.0255262814417
"Atlanta ATL1a","375 Riverside Parkway Suite 100","Lithia Springs","GA","30122","Douglas",33.74414,-84.581215,"Operating","Centersquare","7","Small (0-10 MW)","Unknown",7,924879.600000006,0.0652546796927437,10727.2,0.0652546796927437
