ref_number,prefix,property_name,state,county,city,street_number,status,request_type,restricted_address,acreage_of_property,area_of_significance,category_of_property,external_link,level_of_significance_international,level_of_significance_national,level_of_significance_state,level_of_significance_local,level_of_significance_not_indicated,listed_date,nhl_designated_date,other_names,park_name,property_id,district_name,address
02000897,NA,Short-Line Residential Historic District,Texas,Smith,Tyler,"Roughly bounded by West Ln., N. Ellis, Short St., and an unnamed alley to the east",Listed,Multiple,FALSE,2.9,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40969953,FALSE,FALSE,FALSE,TRUE,FALSE,2002-08-22,NA,NA,NA,02000897,Short-Line Residential,"Short-Line Residential Historic District, Smith, Texas"
100008283,SG,Tyler Downtown Historic District,Texas,Smith,Tyler,"Roughly bounded by West Front St., Border Ave., Cotton Belt RR tracks, and Fannin Ave.",Listed,Single,FALSE,71.6,Architecture; Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2022-10-24,NA,NA,NA,100008283,Tyler Downtown,"Tyler Downtown Historic District, Smith, Texas"
14000820,NA,Glen Rose Downtown Historic District,Texas,Somervell,Glen Rose,"Around courthouse square bounded by Vernon, Walnut, Bernard, Elm & 100 blk., 201, 205 SW. Bernard Sts.",Listed,Single,FALSE,8.4,Commerce; Exploration/Settlement; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2014-09-30,NA,NA,NA,14000820,Glen Rose Downtown,"Glen Rose Downtown Historic District, Somervell, Texas"
93000196,NA,Fort Ringgold Historic District,Texas,Starr,Rio Grande City,"Rio Grande City School grounds, 1/4 mi. SE of jct. of US 83 and TX 755",Listed,Single,FALSE,75.9,Military; Architecture,District,https://catalog.archives.gov/id/40973379,FALSE,FALSE,TRUE,FALSE,FALSE,1993-03-26,NA,Ringgold Barracks;Camp Ringgold;Fort Ringgold,NA,93000196,Fort Ringgold,"Fort Ringgold Historic District, Starr, Texas"
05000656,NA,Rio Grande City Downtown Historic District,Texas,Starr,Rio Grande City,"Roughly bounded by N. Corpus, E. Wimpy, N. Avasolo and E. Mirasoles",Listed,Multiple,FALSE,36,Architecture; Community Planning And Development; European; Hispanic,District,https://catalog.archives.gov/id/40969985,FALSE,FALSE,TRUE,FALSE,FALSE,2005-07-08,NA,Rio Grande City,NA,05000656,Rio Grande City Downtown,"Rio Grande City Downtown Historic District, Starr, Texas"
72001371,NA,Roma Historic District,Texas,Starr,Roma,Properties along Estrella and Hidalgo Sts. between Garfield St. and Bravo Alley,Listed,Single,FALSE,27.5,Commerce; Hispanic; Exploration/Settlement; Architecture,District,https://catalog.archives.gov/id/40973371,FALSE,TRUE,FALSE,FALSE,FALSE,1972-07-31,1993-11-04,Roma-Los Saenz,NA,72001371,Roma,"Roma Historic District, Starr, Texas"
11000514,NA,Butler Place Historic District,Texas,Tarrant,Fort Worth,"Roughly bounded by Luella St., I.M. Terrell Way Cir. M., 19th St. & I 35W,",Listed,Single,FALSE,20,Architecture; Social History; Politics/Government; Black,District,https://catalog.archives.gov/id/40973486,FALSE,FALSE,FALSE,TRUE,FALSE,2011-08-04,NA,NA,NA,11000514,Butler Place,"Butler Place Historic District, Tarrant, Texas"
01001472,NA,Central Handley Historic District,Texas,Tarrant,Fort Worth,"Roughly bounded by E. Lancaster Ave., Forest Ave., Kerr St., and Handley Dr.",Listed,Single,FALSE,3,Commerce; Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40973510,FALSE,FALSE,FALSE,TRUE,FALSE,2002-01-17,NA,NA,NA,01001472,Central Handley,"Central Handley Historic District, Tarrant, Texas"
97001109,NA,Cotton Belt Railroad Industrial Historic District,Texas,Tarrant,Grapevine,"Along RR tracks, roughly bounded by Hudgins, Dooley, and Dallas Sts.",Listed,Multiple,FALSE,13.7,Architecture; Industry; Transportation,District,https://catalog.archives.gov/id/40970015,FALSE,FALSE,FALSE,TRUE,FALSE,1997-09-04,NA,NA,NA,97001109,Cotton Belt Railroad Industrial,"Cotton Belt Railroad Industrial Historic District, Tarrant, Texas"
06001065,NA,Eighth Avenue Historic District,Texas,Tarrant,Fort Worth,"Bounded by 8th Ave., Pennsylvania Ave., 9th Ave., and Pruitt St.",Listed,Single,FALSE,1.2,Architecture,District,https://catalog.archives.gov/id/40973421,FALSE,FALSE,FALSE,TRUE,FALSE,2006-11-21,NA,NA,NA,06001065,Eighth Avenue,"Eighth Avenue Historic District, Tarrant, Texas"
79003010,NA,Elizabeth Boulevard Historic District,Texas,Tarrant,Fort Worth,1001--1616 Elizabeth Blvd.,Listed,Single,FALSE,26,Landscape Architecture; Commerce; Architecture,District,https://catalog.archives.gov/id/40973448,FALSE,FALSE,FALSE,TRUE,FALSE,1979-11-16,NA,NA,NA,79003010,Elizabeth Boulevard,"Elizabeth Boulevard Historic District, Tarrant, Texas"
90000490,NA,Fairmount-Southside Historic District,Texas,Tarrant,Fort Worth,"Roughly bounded by Magnolia, Hemphill, Eighth, and Jessamine",Listed,Single,FALSE,340,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40973399,FALSE,FALSE,FALSE,TRUE,FALSE,1990-04-05,NA,"See Also:South Side Masonic Lodge;Benton, Meredith, House; J",NA,90000490,Fairmount-Southside,"Fairmount-Southside Historic District, Tarrant, Texas"
99000565,NA,Fairmount-Southside Historic District (Boundary Increase),Texas,Tarrant,Fort Worth,"Roughly bounded by Magnolia, Hemphill, Allen, Travis and Morphy St.",Listed,Single,FALSE,6,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/40973462,FALSE,FALSE,FALSE,TRUE,FALSE,1999-05-12,NA,NA,NA,99000565,Fairmount-Southside (Boundary Increase),"Fairmount-Southside Historic District (Boundary Increase), Tarrant, Texas"
76002067,AD,Fort Worth Stockyards Historic District,Texas,Tarrant,Fort Worth,2403 N Main St.,Listed,Add.doc.,FALSE,98,Industry; Commerce; Agriculture; Architecture,District,NA,FALSE,FALSE,TRUE,TRUE,FALSE,1976-06-29,NA,NA,NA,76002067,Fort Worth Stockyards,"Fort Worth Stockyards Historic District, Tarrant, Texas"
90000337,NA,Grand Avenue Historic District,Texas,Tarrant,Fort Worth,Roughly Grand Ave. from Northside to Park,Listed,Single,FALSE,42,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40973460,FALSE,FALSE,FALSE,TRUE,FALSE,1990-03-01,NA,NA,NA,90000337,Grand Avenue,"Grand Avenue Historic District, Tarrant, Texas"
92000097,NA,Grapevine Commercial Historic District,Texas,Tarrant,Grapevine,404--432 S. Main St.,Listed,Single,FALSE,2,Commerce; Architecture,District,https://catalog.archives.gov/id/40973502,FALSE,FALSE,FALSE,TRUE,FALSE,1992-03-09,NA,NA,NA,92000097,Grapevine Commercial,"Grapevine Commercial Historic District, Tarrant, Texas"
02001569,NA,Grapevine Commercial Historic District (Boundary Increase Ii),Texas,Tarrant,Grapevine,500-530 S. Main St.,Listed,Multiple,FALSE,1.5,Commerce; Architecture,District,https://catalog.archives.gov/id/40969993,FALSE,FALSE,FALSE,TRUE,FALSE,2002-12-19,NA,NA,NA,02001569,Grapevine Commercial (Boundary Increase Ii),"Grapevine Commercial Historic District (Boundary Increase Ii), Tarrant, Texas"
97000444,NA,Grapevine Commercial Historic District (Boundary Increase),Texas,Tarrant,Grapevine,300 and 400 blocks of S. Main St.,Listed,Multiple,FALSE,7,Architecture; Commerce,District,https://catalog.archives.gov/id/40969991,FALSE,FALSE,FALSE,TRUE,FALSE,1997-05-16,NA,NA,NA,97000444,Grapevine Commercial (Boundary Increase),"Grapevine Commercial Historic District (Boundary Increase), Tarrant, Texas"
100000674,SG,Jennings-Vickery Historic District,Texas,Tarrant,Fort Worth,"Roughly bounded by W. Vickery Blvd., St. Louis & W. Daggett Aves., Hemphill St. & Jennings Ave. underpass",Listed,Single,FALSE,15.3,Industry,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2017-02-21,NA,NA,NA,100000674,Jennings-Vickery,"Jennings-Vickery Historic District, Tarrant, Texas"
05000240,NA,Leuda-May Historic District,Texas,Tarrant,Fort Worth,301-311 W. Leuda and 805-807 May Sts.,Listed,Single,FALSE,0.9,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40973522,FALSE,FALSE,FALSE,TRUE,FALSE,2005-03-30,NA,NA,NA,05000240,Leuda-May,"Leuda-May Historic District, Tarrant, Texas"
01000102,NA,Marine Commercial Historic District,Texas,Tarrant,Fort Worth,"Roughly defined by N. Main St., bet. N. Side Dr. and N. 14th St.",Listed,Single,FALSE,10,Commerce; Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40973512,FALSE,FALSE,FALSE,TRUE,FALSE,2001-02-09,NA,The Mercado,NA,01000102,Marine Commercial,"Marine Commercial Historic District, Tarrant, Texas"
91002022,NA,Masonic Widows And Orphans Home Historic District,Texas,Tarrant,Fort Worth,"Roughly bounded by E. Berry St., Mitchell Blvd., Vaughn St., Wichita St. and Glen Garden Dr.",Listed,Single,FALSE,206,Architecture; Social History,District,https://catalog.archives.gov/id/40973562,FALSE,FALSE,TRUE,FALSE,FALSE,1992-01-28,NA,Masonic Home and School of Texas,NA,91002022,Masonic Widows And Orphans Home,"Masonic Widows And Orphans Home Historic District, Tarrant, Texas"
02000405,NA,Near Southeast Historic District,Texas,Tarrant,Fort Worth,"Roughly bounded by New York Ave., E. Terrell Ave., former I&GN Raiway, Verbena St., and N side of E. Terrell Ave,",Listed,Single,FALSE,65.5,Commerce; Black,District,https://catalog.archives.gov/id/40973524,FALSE,FALSE,FALSE,TRUE,FALSE,2002-04-26,NA,NA,NA,02000405,Near Southeast,"Near Southeast Historic District, Tarrant, Texas"
10000051,MP,Oakhurst Historic District,Texas,Tarrant,Fort Worth,"Roughly bounded by Yucca Ave., Sylvania Ave., Watauga Ave., and Oakhurst Scenic Dr.",Listed,Multiple,FALSE,253,Community Planning And Development; Architecture; Landscape Architecture,District,https://catalog.archives.gov/id/77835594,FALSE,FALSE,FALSE,TRUE,FALSE,2010-02-24,NA,NA,NA,10000051,Oakhurst,"Oakhurst Historic District, Tarrant, Texas"
100002473,SG,Oakwood Cemetery Historic District,Texas,Tarrant,Fort Worth,701 Grand Ave.,Listed,Single,FALSE,63.72,Architecture; Art; Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2018-05-29,NA,City Cemetery; East Oakwood Cemetery; West Oakwood Cemetery; Calvary Cemetery; Old Trinity Cemetery,NA,100002473,Oakwood Cemetery,"Oakwood Cemetery Historic District, Tarrant, Texas"
00000247,NA,Old Town Historic District,Texas,Tarrant,Arlington,"Roughly bounded by Sanford, Elm, North, Prairie and Oak Sts.",Listed,Multiple,FALSE,38,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40970009,FALSE,FALSE,FALSE,TRUE,FALSE,2000-03-23,NA,NA,NA,00000247,Old Town,"Old Town Historic District, Tarrant, Texas"
98000736,NA,Original Town Residential Historic District,Texas,Tarrant,Grapevine,"Roughly bounded by Texas, Austin, Hudgins and Jenkins Sts.",Listed,Multiple,FALSE,50,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/40970011,FALSE,FALSE,FALSE,TRUE,FALSE,1998-07-10,NA,College Heights Neighborhood,NA,98000736,Original Town Residential,"Original Town Residential Historic District, Tarrant, Texas"
03000334,NA,South Center Street Historic District,Texas,Tarrant,Arlington,500-600 blks of S. Center St.,Listed,Single,FALSE,0.9,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40973520,FALSE,FALSE,FALSE,TRUE,FALSE,2003-05-01,NA,NA,NA,03000334,South Center Street,"South Center Street Historic District, Tarrant, Texas"
09000984,NA,South Main Street Historic District,Texas,Tarrant,Fort Worth,"104, 108, 126 & 200 blocks S. Main St.",Listed,Single,FALSE,2.5,Architecture,District,https://catalog.archives.gov/id/40973403,FALSE,FALSE,FALSE,TRUE,FALSE,2009-12-03,NA,NA,NA,09000984,South Main Street,"South Main Street Historic District, Tarrant, Texas"
91001811,NA,Abilene Commercial Historic District,Texas,Taylor,Abilene,"Roughly bounded by Hickory, N. Third and Pine Sts. and the S side of the Missouri Pacific RR tracks",Listed,Multiple,FALSE,25,Commerce; Architecture,District,https://catalog.archives.gov/id/40970094,FALSE,FALSE,FALSE,TRUE,FALSE,1991-12-18,NA,See Also:Paramount Theater,NA,91001811,Abilene Commercial,"Abilene Commercial Historic District, Taylor, Texas"
100008984,BC,Abilene Commercial Historic District (Boundary Increase Ii),Texas,Taylor,Abilene,159 and 101 Walnut St.,Listed,Boundary,FALSE,0.9,Commerce; Architecture,District,https://catalog.archives.gov/id/40970094,FALSE,FALSE,FALSE,TRUE,FALSE,2023-05-05,NA,NA,NA,91001811,Abilene Commercial (Boundary Increase Ii),"Abilene Commercial Historic District (Boundary Increase Ii), Taylor, Texas"
100005936,BC,Abilene Commercial Historic District (Boundary Increase),Texas,Taylor,Abilene,302 Pine St.,Listed,Boundary,FALSE,0.9,Commerce; Architecture,District,https://catalog.archives.gov/id/40970094,FALSE,FALSE,FALSE,TRUE,FALSE,2020-12-11,NA,NA,NA,91001811,Abilene Commercial (Boundary Increase),"Abilene Commercial Historic District (Boundary Increase), Taylor, Texas"
98001414,NA,Bankhead Highway Historic District,Texas,Taylor,Abilene,Approx. 4 mi. sections of US 80 contained within Taylor Cty.,Listed,Single,FALSE,6.7,Transportation,District,https://catalog.archives.gov/id/40973584,FALSE,FALSE,FALSE,TRUE,FALSE,1998-12-03,NA,Texarkana-Dallas-El Paso;Broadway of America;State Highway N,NA,98001414,Bankhead Highway,"Bankhead Highway Historic District, Taylor, Texas"
91001153,NA,Parramore Historic District,Texas,Taylor,Abilene,"Bounded by Orange, N. 8th, alley between Grape and Mulberry, and N. 7th Sts.",Listed,Single,FALSE,13,Architecture,District,https://catalog.archives.gov/id/40973568,FALSE,FALSE,FALSE,TRUE,FALSE,1991-08-29,NA,NA,NA,91001153,Parramore,"Parramore Historic District, Taylor, Texas"
92000095,NA,Sayles Boulevard Historic District,Texas,Taylor,Abilene,"Roughly bounded by S. Fifth, Meander and S. Tenth Sts. and Highland Ave.",Listed,Multiple,FALSE,55,Commerce; Architecture,District,https://catalog.archives.gov/id/40970092,FALSE,FALSE,FALSE,TRUE,FALSE,1992-03-09,NA,"See Also:Sayles, Henry, House",NA,92000095,Sayles Boulevard,"Sayles Boulevard Historic District, Taylor, Texas"
91001539,NA,State Epileptic Colony Historic District,Texas,Taylor,Abilene,"Roughly bounded by S. 24th, Lakeside and Plum, also area roughly bounded by SH 322, FM 1750 and Industrial Blvd.",Listed,Single,FALSE,31,Health/Medicine; Architecture,District,https://catalog.archives.gov/id/40973580,FALSE,FALSE,TRUE,FALSE,FALSE,1991-10-30,NA,Abilene State Hospital;Abilene State School,NA,91001539,State Epileptic Colony,"State Epileptic Colony Historic District, Taylor, Texas"
88002605,NA,Angelo Heights Historic District,Texas,Tom Green,San Angelo,"Roughly bounded by Colorado St., the Concho River, Live Oak St., S. Bishop St., Twohig St., and S. Washington St.",Listed,Multiple,FALSE,34,Architecture,District,https://catalog.archives.gov/id/40970217,FALSE,FALSE,FALSE,TRUE,FALSE,1988-11-25,NA,NA,NA,88002605,Angelo Heights,"Angelo Heights Historic District, Tom Green, Texas"
66000823,NA,Fort Concho Historic District,Texas,Tom Green,San Angelo,S edge of San Angelo,Listed,Single,FALSE,42,Military; Historic - Non-Aboriginal; Exploration/Settlement,District,https://catalog.archives.gov/id/40970960,FALSE,TRUE,FALSE,FALSE,FALSE,2066-10-15,2061-07-04,NA,NA,66000823,Fort Concho,"Fort Concho Historic District, Tom Green, Texas"
70000764,NA,Bremond Block Historic District,Texas,Travis,Austin,"Roughly bounded by Guadalupe, San Antonio, 7th and 8th Sts.",Listed,Single,FALSE,5,Architecture,District,https://catalog.archives.gov/id/40973693,FALSE,FALSE,TRUE,FALSE,FALSE,1970-04-03,NA,NA,NA,70000764,Bremond Block,"Bremond Block Historic District, Travis, Texas"
96000967,NA,Camp Mabry Historic District,Texas,Travis,Austin,2210 W. 35th St.,Listed,Single,FALSE,220,Architecture; Military; Education,District,https://catalog.archives.gov/id/40973831,FALSE,FALSE,TRUE,FALSE,FALSE,1996-08-30,NA,NA,NA,96000967,Camp Mabry,"Camp Mabry Historic District, Travis, Texas"
76002070,NA,Clarksville Historic District,Texas,Travis,Austin,"Bounded by W. Lynn, Waterson, W. 10th and MO-PAC Expwy.",Listed,Single,FALSE,30.5,Black; Exploration/Settlement; Architecture; Social History,District,https://catalog.archives.gov/id/40973821,FALSE,FALSE,FALSE,TRUE,FALSE,1976-12-01,NA,NA,NA,76002070,Clarksville,"Clarksville Historic District, Travis, Texas"
78002989,NA,Congress Avenue Historic District,Texas,Travis,Austin,Congress Ave. from 1st to 11th Sts.,Listed,Single,FALSE,38.3,Community Planning And Development; Commerce; Architecture,District,https://catalog.archives.gov/id/40973707,FALSE,FALSE,TRUE,FALSE,FALSE,1978-08-11,NA,See Also:Southwestern Telegraph and Telephone Building;Old B,NA,78002989,Congress Avenue,"Congress Avenue Historic District, Travis, Texas"
11000132,MP,Delwood Duplex Historic District,Texas,Travis,Austin,"Roughly bounded between Maplewood Ave and Kirkwood, Ashwood, and Wrightwood Rds",Listed,Multiple,FALSE,20,Community Planning And Development,District,https://catalog.archives.gov/id/77835596,FALSE,FALSE,FALSE,TRUE,FALSE,2011-03-21,NA,"Delwood Section 3, Delwood III",NA,11000132,Delwood Duplex,"Delwood Duplex Historic District, Travis, Texas"
12000788,NA,East Main Street Historic District,Texas,Travis,Pflugerville,"111, 113, 115, & 117 E. Main St.",Listed,Single,FALSE,0.9,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/40973791,FALSE,FALSE,FALSE,TRUE,FALSE,2012-09-10,NA,NA,NA,12000788,East Main Street,"East Main Street Historic District, Travis, Texas"
90001191,NA,Hyde Park Historic District,Texas,Travis,Austin,"Roughly bounded by Ave. A, 45th St., Duval St., and 40th St.",Listed,Multiple,FALSE,138.5,Architecture,District,https://catalog.archives.gov/id/40970269,FALSE,FALSE,FALSE,TRUE,FALSE,1990-08-16,NA,NA,NA,90001191,Hyde Park,"Hyde Park Historic District, Travis, Texas"
96001091,NA,Moore's Crossing Historic District,Texas,Travis,Austin,"Roughly bounded by FM 973, old Burleson Rd. and Onion Cr.",Listed,Multiple,FALSE,10.8,Communications; Commerce; Agriculture,District,https://catalog.archives.gov/id/40970251,FALSE,FALSE,FALSE,TRUE,FALSE,1996-10-16,NA,NA,NA,96001091,Moore's Crossing,"Moore's Crossing Historic District, Travis, Texas"
03000937,NA,Old West Austin Historic District,Texas,Travis,Austin,"Roughly bounded by W. 13th, Lamar Blvd., W. 35th and Mo-Pac Expy.",Listed,Single,FALSE,635,Community Planning And Development; Entertainment/Recreation; Architecture,District,https://catalog.archives.gov/id/40973801,FALSE,FALSE,FALSE,TRUE,FALSE,2003-09-12,NA,NA,NA,03000937,Old West Austin,"Old West Austin Historic District, Travis, Texas"
