system:index,impervious_surface,institution_type,name,.geo
00000000000000002c99_0,0,Power Plant,"Alkali Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.00347388225182,43.31944422990615]}"
00000000000000002c9a_0,0,Power Plant,"West Hines Solar I, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.14728265377923,43.50266207435279]}"
00000000000000002c9b_0,50,Power Plant,Ellis Solar LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.05441374040396,32.4670731919647]}"
00000000000000002c9c_0,50,Power Plant,NY - CSG - Ellsworth II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.7075888701002,42.89976601737691]}"
00000000000000002c9d_0,0,Power Plant,St. Joseph Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.1084139061439,41.7311715437675]}"
00000000000000002c9e_0,0,Power Plant,"Bronco Plains Wind, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.0249548571524,39.08885597455088]}"
00000000000000002c9f_0,0,Power Plant,Partridgeville Hybrid CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.25755551745272,42.571353495051845]}"
00000000000000002ca0_0,0,Power Plant,Williamsville Hybrid CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.06990226805088,42.46946972734405]}"
00000000000000002ca1_0,0,Power Plant,"Sugar Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.65749510828547,36.160658541398966]}"
00000000000000002ca2_0,22,Power Plant,"Allora Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.4004368938036,33.899459695457644]}"
00000000000000002ca3_0,0,Power Plant,"Centerfield Cooper Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.11891404785527,34.70869974666055]}"
00000000000000002ca4_0,0,Power Plant,"Lick Creek Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.12810602145409,36.28311226567878]}"
00000000000000002ca5_0,0,Power Plant,"Highest Power Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.2500446152841,36.1199601743989]}"
00000000000000002ca6_0,0,Power Plant,"Gunsight Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.06661045025237,33.761061470993425]}"
00000000000000002ca7_0,0,Power Plant,SR Odom,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.59611308643811,31.069815676230924]}"
00000000000000002ca8_0,0,Power Plant,"RJC CSG, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.27713232341789,44.125010359197255]}"
00000000000000002ca9_0,0,Power Plant,"Hinterland CSG, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.00985262094741,45.41609102374675]}"
00000000000000002caa_0,0,Power Plant,"Betcher CSG 1, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.59510309327615,44.39206260828713]}"
00000000000000002cab_0,26,Power Plant,"Huneke CSG 1, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.73607066745191,44.29700353640022]}"
00000000000000002cac_0,0,Power Plant,"Huneke CSG 2, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.66907690539033,44.26302329704567]}"
00000000000000002cad_0,0,Power Plant,CED Beecher Sun Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.61057525077118,41.32701530472172]}"
00000000000000002cae_0,0,Power Plant,CED Hilltop Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.19806096432313,42.339127625428276]}"
00000000000000002caf_0,46,Power Plant,Lineage Logistics Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.7518236589878,41.455122063628984]}"
00000000000000002cb0_0,75,Power Plant,POET Biorefining - Jewell,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.66219491541258,42.32826557533944]}"
00000000000000002cb1_0,0,Power Plant,Partin Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.82187355769807,36.268125436900924]}"
00000000000000002cb2_0,0,Power Plant,Hardin Solar Energy II LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.79222020281678,40.63239443097777]}"
00000000000000002cb3_0,88,Power Plant,"POET Biorefining - Marion, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.15693979178732,40.622008022938424]}"
00000000000000002cb4_0,0,Power Plant,Conagra Foods at St. Elmo,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.84446030771144,39.010528776703616]}"
00000000000000002cb5_0,95,Power Plant,"POET Biorefining Caro, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.4117980782467,43.47285029423093]}"
00000000000000002cb6_0,89,Power Plant,"POET Biorefining-Hanlontown, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.39261699711697,43.29242630758819]}"
00000000000000002cb7_0,26,Power Plant,Bluebird Solar SC LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.73928274073282,34.599005355258]}"
00000000000000002cb8_0,80,Power Plant,Gateway Energy Storage System,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-116.9105825989395,32.57059923865611]}"
00000000000000002cb9_0,0,Power Plant,"Pilot Mountain Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.37639508998811,36.27076105211618]}"
00000000000000002cba_0,0,Power Plant,"Benson Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.56241833263594,35.39612647322032]}"
00000000000000002cbb_0,0,Power Plant,"Lane II Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.05339707921948,35.399725988281176]}"
00000000000000002cbc_0,0,Power Plant,High Point Solar LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.90678452353566,42.432993388438234]}"
00000000000000002cbd_0,3,Power Plant,Midlands,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.94273524936095,33.64883527438013]}"
00000000000000002cbe_0,0,Power Plant,Sparta Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.00136032503775,28.655207165421746]}"
00000000000000002cbf_0,0,Power Plant,"Trent River Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.25136871470205,34.99159531636142]}"
00000000000000002cc0_0,84,Power Plant,"Johanna Energy Center, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.85408292840091,33.714951132884735]}"
00000000000000002cc1_0,0,Power Plant,Fort Calhoun Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.00470412004243,41.4566177319433]}"
00000000000000002cc2_0,0,Power Plant,"DePue Holdings, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.30126908874855,41.33808194421775]}"
00000000000000002cc3_0,0,Power Plant,Solar Blue,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.90447616609491,36.17399113514518]}"
00000000000000002cc4_0,0,Power Plant,Chestnut,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.90485128277562,36.16008590928005]}"
00000000000000002cc5_0,30,Power Plant,"POET Biorefining - North Manchester, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.8034962296489,40.942047172415464]}"
00000000000000002cc6_0,69,Power Plant,POET Biorefining - Chancellor,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.95966360915334,43.370412206267936]}"
00000000000000002cc7_0,0,Power Plant,Medusa NY 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.09972326375093,42.46623005994648]}"
00000000000000002cc8_0,0,Power Plant,Walden NY 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.14551041647547,41.55270814063083]}"
00000000000000002cc9_0,0,Power Plant,Westtown NY 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.52393743175476,41.34535189289089]}"
00000000000000002cca_0,0,Power Plant,Middletown NY 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.50977774419009,41.408938623146796]}"
00000000000000002ccb_0,0,Power Plant,Westerlo NY 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.01594225611969,42.4383241030851]}"
00000000000000002ccc_0,89,Power Plant,"Golden Field Solar III, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.39513783824796,34.84702091340502]}"
00000000000000002ccd_0,0,Power Plant,Encino Solar Energy Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.85786240285108,35.3539892913225]}"
00000000000000002cce_0,0,Power Plant,Logansport Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.38810825646614,40.76010495827331]}"
00000000000000002ccf_0,67,Power Plant,IBM Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.24504430411095,40.038277436843956]}"
00000000000000002cd0_0,46,Power Plant,Camp San Luis Obispo,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.73240722873928,35.321984060219926]}"
00000000000000002cd1_0,0,Power Plant,Kern Valley SP,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.31361767104626,35.76405332284721]}"
00000000000000002cd2_0,30,Power Plant,"Willowbrook Solar I, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.70498024858806,39.02180306797623]}"
00000000000000002cd3_0,19,Power Plant,Samson Solar Energy III LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.35756562922525,33.42642874392334]}"
00000000000000002cd4_0,18,Power Plant,East Brookfield Main Street Solar LLC CS,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.02951310931708,42.23245470366624]}"
00000000000000002cd5_0,98,Power Plant,"ESIL-PFCHICAGO 3, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.66912521642422,41.84913327155756]}"
00000000000000002cd6_0,75,Power Plant,"ESIL-PFCHICAGO 2, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.73501864329262,41.817047984170024]}"
00000000000000002cd7_0,78,Power Plant,Saticoy,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.15718206699337,34.25660724339173]}"
00000000000000002cd8_0,20,Power Plant,Lily Solar Hybrid,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.42904585554845,32.533310995777946]}"
00000000000000002cd9_0,0,Power Plant,"GD Hopkinton Main I, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.78107631768992,41.438233560130364]}"
00000000000000002cda_0,0,Power Plant,Milo PV - BD Solar 1 LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.99110641154031,45.26708605559367]}"
00000000000000002cdb_0,0,Power Plant,Augusta PV - BD Solar Augusta LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.73111052098218,44.32795257859855]}"
00000000000000002cdc_0,0,Power Plant,Fairfield PV - BD Solar Fairfield LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.59711390177688,44.63396206061314]}"
00000000000000002cdd_0,58,Power Plant,Oxford PV - BD Solar Oxford LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.4758242553649,44.151065962493]}"
00000000000000002cde_0,33,Power Plant,Cornillie 2 Community (CSG),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.89494063885002,45.4593077354665]}"
00000000000000002ce0_0,0,Power Plant,Pinesburg Solar LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.86104479701027,39.62522911805297]}"
00000000000000002ce1_0,91,Power Plant,Timonium Fairgrounds,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.62988908182082,39.446877623856004]}"
00000000000000002ce2_0,4,Power Plant,Azure Sky Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.61469323463852,33.02172242968427]}"
00000000000000002ce3_0,0,Power Plant,"Turquoise Nevada, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52406369642662,39.57389791123425]}"
00000000000000002ce4_0,0,Power Plant,Panther Creek Wind Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.87596516990915,39.62066923588586]}"
00000000000000002ce5_0,10,Power Plant,SulusSolar17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.43365459511966,45.34882084431607]}"
00000000000000002ce6_0,1,Power Plant,Otter Creek Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.50992559860669,36.80711800102293]}"
00000000000000002ce7_0,9,Power Plant,Bluegrass Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.96107648197501,39.178786099966636]}"
00000000000000002ce8_0,41,Power Plant,Dodge Flat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4673402266225,40.71311120904077]}"
00000000000000002ce9_0,0,Power Plant,Cedar Springs I,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.47195741919406,43.01972027304241]}"
00000000000000002cea_0,0,Power Plant,Cedar Springs II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.36576440332679,42.96909333185121]}"
00000000000000002ceb_0,0,Power Plant,Cedar Springs III,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.58439686105079,43.07656693077773]}"
00000000000000002cec_0,100,Power Plant,DC Water Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.01887856245709,38.81918911124966]}"
00000000000000002ced_0,100,Power Plant,POET Biorefining - Hudson,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.47680960592251,43.096871250597616]}"
00000000000000002cee_0,94,Power Plant,POET Biorefining LLC - Corning,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.79578224500332,40.966172301685404]}"
00000000000000002cef_0,70,Power Plant,POET Biorefining - Fostoria,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.37784312873174,41.17189490883497]}"
00000000000000002cf0_0,0,Power Plant,POET Biorefining - Shelbyville,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.82216689080495,39.55999040621736]}"
00000000000000002cf1_0,99,Power Plant,POET Biorefining - Portland,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.02560201416759,40.41442018667825]}"
00000000000000002cf2_0,74,Power Plant,POET Biorefining - Gowrie,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.28724221660414,42.31977362550035]}"
00000000000000002cf3_0,88,Power Plant,"POET Biorefining- Alexandria, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.65452169879057,40.29438728032303]}"
00000000000000002cf4_0,0,Power Plant,Riley,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.68521815049279,43.55589255293945]}"
00000000000000002cf5_0,0,Power Plant,Fort Rock IV,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.95614383423339,43.38986430689692]}"
00000000000000002cf6_0,88,Power Plant,"POET Biorefining - Leipsic, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.97070752129005,41.12050868641775]}"
00000000000000002cf7_0,95,Power Plant,Vacaville Hospital,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.93861405827003,38.388738776657924]}"
00000000000000002cf8_0,9,Power Plant,Troy Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.79171057372437,38.015341115692586]}"
00000000000000002cf9_0,0,Power Plant,Cal Flats BESS,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.32952689007564,35.86659377215017]}"
00000000000000002cfa_0,0,Power Plant,CPV Three Rivers Energy Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.2845691834659,41.37216826854222]}"
00000000000000002cfb_0,36,Power Plant,Titan Solar 1 (CA),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.91105859460772,33.12588003992006]}"
00000000000000002cfc_0,0,Power Plant,Dry Lake Solar Energy Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.890624861054,36.42740644781365]}"
00000000000000002cfd_0,0,Power Plant,Severson Garden,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.49578838162714,44.00066198466422]}"
00000000000000002cfe_0,0,Power Plant,Marion Garden,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.2739962687889,44.250137431324404]}"
00000000000000002cff_0,0,Power Plant,Silver Lake Garden,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.49552129606487,44.00792301995617]}"
00000000000000002d00_0,0,Power Plant,Lyman Garden,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.15293733696484,44.47626659263272]}"
00000000000000002d01_0,27,Power Plant,Nicollet Garden,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.2707698291065,44.25363853189742]}"
00000000000000002d02_0,28,Power Plant,Union Garden,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.13582882589664,44.46943471276206]}"
00000000000000002d03_0,2,Power Plant,Central 40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.10402655496452,37.245928529863065]}"
00000000000000002d04_0,0,Power Plant,Oasis Alta,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.29204908284032,35.059195910432074]}"
00000000000000002d05_0,0,Power Plant,Sunpin Blandford,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.02483966516901,42.173354971532696]}"
00000000000000002d06_0,41,Power Plant,Coso Battery Storage,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.8106554827584,36.00697629573074]}"
00000000000000002d07_0,0,Power Plant,"Blackhorse Farm Solar, LLC CSG","{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.23429077589003,41.718648827542275]}"
00000000000000002d08_0,1,Power Plant,Clinton Solar 4 LLC CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.27521390403315,38.59593237967225]}"
00000000000000002d09_0,97,Power Plant,"Vermilion Solar 1, LLC CSG","{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.62906012085556,40.12431280903834]}"
00000000000000002d0a_0,75,Power Plant,DGS Valley State Prison,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15321216252735,37.101177316101804]}"
00000000000000002d0b_0,0,Power Plant,CED Spring Creek Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.72622385392505,41.10833693520195]}"
00000000000000002d0c_0,83,Power Plant,Cortland,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.68893919190604,41.922120835614294]}"
00000000000000002d0d_0,0,Power Plant,Erving CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.47128089276208,42.603766373807915]}"
00000000000000002d0e_0,55,Power Plant,Lena,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.88407389260857,42.35690902423462]}"
00000000000000002d0f_0,0,Power Plant,Ridge Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.6857481470081,39.888327181819136]}"
00000000000000002d10_0,0,Power Plant,Easthampton CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.67997828857327,42.24788047263545]}"
00000000000000002d11_0,0,Power Plant,Mendota,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.15985611958358,41.54852877514695]}"
00000000000000002d12_0,0,Power Plant,"Palmer Creek Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.10187918024967,45.18492859659355]}"
00000000000000002d13_0,0,Power Plant,"Day Hill Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.32963768775835,45.26872169959662]}"
00000000000000002d14_0,0,Power Plant,"SSD Marion 3, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.93815671010618,44.98501764809229]}"
00000000000000002d15_0,29,Power Plant,"SSD Marion 5, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.79384868348494,45.116020507627475]}"
00000000000000002d16_0,0,Power Plant,"SSD Marion 6, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.80590776117006,45.25395695801244]}"
00000000000000002d17_0,0,Power Plant,"SSD Clackamas 1, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.33300410425491,45.42008846871429]}"
00000000000000002d18_0,0,Power Plant,"SSD Clackamas 4, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.6621694306175,45.101922886345235]}"
00000000000000002d19_0,0,Power Plant,"SSD Clackamas 7, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.59111271074426,45.18203305352372]}"
00000000000000002d1a_0,0,Power Plant,"SSD Marion 1, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.90441107944298,45.1393982588937]}"
00000000000000002d1b_0,1,Power Plant,"Danville Farm, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.30201624085703,36.59104376819608]}"
00000000000000002d1c_0,0,Power Plant,FastSun12 CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.45679977685782,44.220103321750415]}"
00000000000000002d1d_0,0,Power Plant,Charter Durabar at Woodstock,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.40707856400144,42.28978710388575]}"
00000000000000002d1e_0,0,Power Plant,The GSI Group LLC at Assumption,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.0371850500243,39.512938337272494]}"
00000000000000002d1f_0,0,Power Plant,SulusSolar35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.6497594885307,45.140651474887704]}"
00000000000000002d20_0,97,Power Plant,7185 13th Pl. NW,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.03135278510332,38.977054036494735]}"
00000000000000002d21_0,0,Power Plant,CCUA Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.23548197539381,39.41541420400003]}"
00000000000000002d22_0,0,Power Plant,Cardinal Solar LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.38576212322468,34.19983589181789]}"
00000000000000002d23_0,0,Power Plant,"Hayes Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.73729784159838,36.38831791867999]}"
00000000000000002d24_0,0,Power Plant,"Harrison Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.52446590738947,34.98416058669545]}"
00000000000000002d25_0,0,Power Plant,Bay Tree,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.39347177108816,34.70407200010475]}"
00000000000000002d26_0,0,Power Plant,Central Generating,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.50591820584333,43.33361245874337]}"
00000000000000002d27_0,0,Power Plant,Duette Solar Power Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.06210058712017,27.585779386595714]}"
00000000000000002d28_0,48,Power Plant,315 Vinson Road,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.38570291379452,35.6294607252815]}"
00000000000000002d29_0,0,Power Plant,Red Cloud Wind LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.42306877702596,34.274045065435956]}"
00000000000000002d2a_0,0,Power Plant,Charlie Creek Solar Power Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.65449268152359,27.639748259959262]}"
00000000000000002d2b_0,0,Power Plant,"Rocket Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.44408769258457,41.636245494066394]}"
00000000000000002d2c_0,0,Power Plant,"Horseshoe Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.66596233873805,40.71832527499967]}"
00000000000000002d2d_0,0,Power Plant,Fort Bend Solar LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.98049455122616,29.560253587787198]}"
00000000000000002d2e_0,76,Power Plant,Rialto - High School,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.35569169635443,34.09020142346271]}"
00000000000000002d2f_0,0,Power Plant,Novel Martens Solar LLC(CSG),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.38726131964194,44.44222751069504]}"
00000000000000002d30_0,43,Power Plant,Blooming Grove Wind Energy Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.39521281291722,40.66113644846979]}"
00000000000000002d31_0,26,Power Plant,Peterman II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.788826798403,41.07043226437983]}"
00000000000000002d32_0,0,Power Plant,Kish CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.92080787503828,42.21505194871293]}"
00000000000000002d33_0,0,Power Plant,Nostrand,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.83763370513118,41.20750387220836]}"
00000000000000002d34_0,0,Power Plant,Vulcan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.97505169845708,41.10354688692608]}"
00000000000000002d35_0,0,Power Plant,FTF-PackingShed,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.43003548468042,36.5469611063443]}"
00000000000000002d36_0,0,Power Plant,Firebaugh-CCS-PV-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.61273639523611,36.73466003005106]}"
00000000000000002d37_0,68,Power Plant,Trenton,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.8068926910391,29.613511035430964]}"
00000000000000002d38_0,47,Power Plant,Cape San Blas,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.39154008150506,29.73219976848463]}"
00000000000000002d39_0,0,Power Plant,Pine Hill,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.56262242669821,41.821061316232814]}"
00000000000000002d3a_0,71,Power Plant,Jennings Energy Storage Facility,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.09807921842798,30.603900442108266]}"
00000000000000002d3b_0,0,Power Plant,Micanopy Energy Storage Facility,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.27472176703785,29.511110829233946]}"
00000000000000002d3c_0,56,Power Plant,Amaterasu LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.6735160845055,42.519348763049685]}"
00000000000000002d3d_0,0,Power Plant,"Camellia Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.35338318396782,45.64274827650376]}"
00000000000000002d3e_0,23,Power Plant,"Buttercup Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.97274135405772,34.823547313269536]}"
00000000000000002d3f_0,0,Power Plant,Iron Star Wind Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.98099858178348,37.64872068846312]}"
00000000000000002d40_0,99,Power Plant,Interfaith Medical Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.93725798184101,40.678623228923776]}"
00000000000000002d41_0,100,Power Plant,Toyota Long Beach Trigen,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.2224482837378,33.78072879470116]}"
00000000000000002d42_0,0,Power Plant,SulusSolar33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.39999091055444,45.08009004025225]}"
00000000000000002d43_0,0,Power Plant,SulusSolar28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.51977438530437,45.099931601478254]}"
00000000000000002d44_0,86,Power Plant,MilfordSolar OR,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.04996909621606,45.56988428917727]}"
00000000000000002d45_0,18,Power Plant,BristolSolar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.7898802054029,45.14996265124419]}"
00000000000000002d46_0,0,Power Plant,"Energix Hollyfield, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.16986220426108,37.671109179400496]}"
00000000000000002d47_0,38,Power Plant,Bainbridge Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.6254040201611,30.96718787171816]}"
00000000000000002d48_0,0,Power Plant,"Energix Nokesville, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.59314439602424,38.67212127496255]}"
00000000000000002d49_0,0,Power Plant,Somonauk Road Solar 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.6561129744158,41.75835203020168]}"
