Ref#,Property Name,State,County,City,Street & Number,Area of Significance,Category of Property,Other Names,Property ID,Address
80000681,Lyric Theatre,ALABAMA,Calhoun,Anniston,1302 Noble St.,ENTERTAINMENT/RECREATION,BUILDING,Ritz Theatre,80000681,"1302 Noble St., Anniston, ALABAMA"
74002262,Fort Payne Opera House,ALABAMA,De Kalb,Fort Payne,510 Gault Ave. N,SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NA,74002262,"510 Gault Ave. N, Fort Payne, ALABAMA"
77000204,Dothan Opera House,ALABAMA,Houston,Dothan,103 N. St. Andrews St.,ARCHITECTURE,BUILDING,NA,77000204,"103 N. St. Andrews St., Dothan, ALABAMA"
79000386,Alabama Theatre,ALABAMA,Jefferson,Birmingham,"1811 3rd Ave., N",ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,79000386,"1811 3rd Ave., N, Birmingham, ALABAMA"
89000315,Downtown Birmingham Retail and Theatre Historic District,ALABAMA,Jefferson,Birmingham,"Roughly bounded by 3rd Ave. North, 20th St. North, Morris Ave., and 17th St. North",COMMERCE; ARCHITECTURE; ENTERTAINMENT/RECREATION,district,See Also:79000386;81000126;85000918;85002718;83002971,89000315,"Roughly bounded by 3rd Ave. North, 20th St. North, Morris Ave., and 17th St. North, Birmingham, ALABAMA"
98000709,Downtown Birmingham Retail and Theatre Historic District (Boundary Increase),ALABAMA,Jefferson,Birmingham,"1914, 1917, 1919, 1930 4th Ave.,N.",ARCHITECTURE,DISTRICT,See Also: Downtown Birmingham Retail and Theatre historic Di,98000709,"1914, 1917, 1919, 1930 4th Ave.,N., Birmingham, ALABAMA"
73000351,Auburn Players Theater,ALABAMA,Lee,Auburn,College Ave. at Thach St.,ART; RELIGION; PERFORMING ARTS,BUILDING,Presbyterian Church,73000351,"College Ave. at Thach St., Auburn, ALABAMA"
86000914,Cotaco Opera House,ALABAMA,Morgan,Decatur,115 Johnson St. SE,SOCIAL HISTORY,BUILDING,Masonic Building,86000914,"115 Johnson St. SE, Decatur, ALABAMA"
100012405,Princess Theatre,ALABAMA,Morgan,Decatur,112 2nd Avenue NE,ARCHITECTURE; ETHNIC HERITAGE-BLACK; ENTERTAINMENT/RECREATION,building,NA,100012405,"112 2nd Avenue NE, Decatur, ALABAMA"
88003243,Phillips Memorial Auditorium,ALABAMA,Perry,Marion,Lincoln Ave. and Lee St.,BLACK; EDUCATION; ARCHITECTURE,BUILDING,Lincoln Normal School,88003243,"Lincoln Ave. and Lee St., Marion, ALABAMA"
100009125,Federation of Southern Cooperatives Rural Training and Research Center,ALABAMA,Sumter,Epes,575 Federation Rd.,AGRICULTURE; ETHNIC HERITAGE-BLACK; SOCIAL HISTORY,district,The Training Center; RTRC,100009125,"575 Federation Rd., Epes, ALABAMA"
84000746,Bama Theatre-City Hall Building,ALABAMA,Tuscaloosa,Tuscaloosa,600 Greensboro Ave.,POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,Bama Theatre and Office Building,84000746,"600 Greensboro Ave., Tuscaloosa, ALABAMA"
05000457,"Foster Auditorium, The University of Alabama",ALABAMA,Tuscaloosa,Tuscaloosa,Sixth Avenue,NA,BUILDING,NA,05000457,"Sixth Avenue, Tuscaloosa, ALABAMA"
87000841,Adak Army Base and Adak Naval Operating Station,ALASKA,Aleutian Islands,Adak Station,"Roughly bounded by Cape Adagdak, Scabbard Bay, and Shagak Bay",MILITARY,DISTRICT,Adak Naval Station (Naval Air Station Adak),87000841,"Roughly bounded by Cape Adagdak, Scabbard Bay, and Shagak Bay, Adak Station, ALASKA"
85002733,"Dutch Harbor Naval Operating Base and Fort Mears, U.S. Army",ALASKA,Aleutian Islands,Unalaska,Amaknak Island,MILITARY,DISTRICT,NA,85002733,"Amaknak Island, Unalaska, ALASKA"
82001620,Fourth Avenue Theatre (AHRS Site No. ANC-284),ALASKA,Anchorage,Anchorage,630 W. 4th Ave.,ART; ENTERTAINMENT/RECREATION; ARCHITECTURE; COMMUNICATIONS,BUILDING,The Lathrop Building;Lathrop's Showhouse,82001620,"630 W. 4th Ave., Anchorage, ALASKA"
90000878,Lacey Street Theatre,ALASKA,Fairbanks North Star,Fairbanks,504 Second Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,AHRS Site No. FAI-207,90000878,"504 Second Ave., Fairbanks, ALASKA"
85002731,Kodiak Naval Operating Base and Forts Greely and Abercrombie,ALASKA,Kodiak Island,Kodiak,Address unknown,MILITARY,SITE,US Coast Guard Support Center and Fort Abercrombie State His,85002731,"Address unknown, Kodiak, ALASKA"
86003559,Sitka Naval Operating Base and US Army Coastal Defenses,ALASKA,Sitka,Sitka,Japonski Island,MILITARY,DISTRICT,Sitka;the Causeway;Mt. Edgecumbe School,86003559,"Japonski Island, Sitka, ALASKA"
10000888,Governor H. Rex Lee Auditorium,AMERICAN SAMOA,Western,Utulei,"Rte. 1, William McKinley Memorial HWY",PACIFIC-ISLANDER; POLITICS/GOVERNMENT; PERFORMING ARTS; ARCHITECTURE; SOCIAL HISTORY,BUILDING,Fale Laumei,10000888,"Rte. 1, William McKinley Memorial HWY, Utulei, AMERICAN SAMOA"
76000372,Grand Theatre,ARIZONA,Cochise,Douglas,1139--1149 G. Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,76000372,"1139--1149 G. Ave., Douglas, ARIZONA"
87001412,Grand Canyon Park Operations Building,ARIZONA,Coconino,Grand Canyon National Park,Off West Rim Dr.,ARCHITECTURE,BUILDING,Grand Canyon Ranger Office;See Also:Grand Canyon Village His,87001412,"Off West Rim Dr., Grand Canyon National Park, ARIZONA"
100003323,Celebrity Theatre,ARIZONA,Maricopa,Phoenix,440 N 32nd St.,ENGINEERING,building,HiwayHouse Convention Center; Phoenix Star Theatre,100003323,"440 N 32nd St., Phoenix, ARIZONA"
89000168,El Zaribah Shrine Auditorium,ARIZONA,Maricopa,Phoenix,1502 W. Washington St.,ARCHITECTURE; SOCIAL HISTORY,BUILDING,NA,89000168,"1502 W. Washington St., Phoenix, ARIZONA"
06000326,Glendale High School Auditorium,ARIZONA,Maricopa,Glendale,6216 W. Myrtle Ave.,COMMUNITY PLANNING AND DEVELOPMENT,BUILDING,NA,06000326,"6216 W. Myrtle Ave., Glendale, ARIZONA"
85002170,Grady Gammage Memorial Auditorium,ARIZONA,Maricopa,Tempe,NE Corner of Mill and Apache,ARCHITECTURE,BUILDING,#140,85002170,"NE Corner of Mill and Apache, Tempe, ARIZONA"
96000040,Laveen School Auditorium,ARIZONA,Maricopa,Laveen,5001 W. Dobbins Rd.,TRANSPORTATION,BUILDING,"Building A,Laveen School",96000040,"5001 W. Dobbins Rd., Laveen, ARIZONA"
85002067,Orpheum Theater,ARIZONA,Maricopa,Phoenix,209 W. Adams,COMMERCE; PERFORMING ARTS,BUILDING,37-19,85002067,"209 W. Adams, Phoenix, ARIZONA"
90000823,Webster Auditorium,ARIZONA,Maricopa,Phoenix,1201 N. Galvin Pkwy.,CONSERVATION; EDUCATION; SCIENCE,BUILDING,NA,90000823,"1201 N. Galvin Pkwy., Phoenix, ARIZONA"
03000905,Fox Theatre,ARIZONA,Pima,Tucson,17 W. Congress St.,ARCHITECTURE; COMMUNITY PLANNING AND DEVELOPMENT,BUILDING,NA,03000905,"17 W. Congress St., Tucson, ARIZONA"
03000909,Rialto Theatre,ARIZONA,Pima,Tucson,318 E. Congress St.,COMMUNITY PLANNING AND DEVELOPMENT; ARCHITECTURE,BUILDING,NA,03000909,"318 E. Congress St., Tucson, ARIZONA"
99001067,Paramount Theatre,ARIZONA,Pinal,Casa Grande,420 N. Florence St.,ENTERTAINMENT/RECREATION,BUILDING,Casa Grande 1982 Inventory No. CG-150,99001067,"420 N. Florence St., Casa Grande, ARIZONA"
78003226,Elks Building and Theater,ARIZONA,Yavapai,Prescott,117 E. Gurley,ARCHITECTURE,BUILDING,NA,78003226,"117 E. Gurley, Prescott, ARIZONA"
86002164,UVX Smelter Operations Complex,ARIZONA,Yavapai,Cottonwood,361 S. Willard,INDUSTRY,BUILDING,NA,86002164,"361 S. Willard, Cottonwood, ARIZONA"
82001636,Gandolfo Theater,ARIZONA,Yuma,Yuma,200 S. 1st Ave.,ENTERTAINMENT/RECREATION,BUILDING,NA,82001636,"200 S. 1st Ave., Yuma, ARIZONA"
07000965,Crossett Municipal Auditorium,ARKANSAS,Ashley,Crossett,1100 Main St.,COMMUNITY PLANNING AND DEVELOPMENT; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,Site # AS0106,07000965,"1100 Main St., Crossett, ARKANSAS"
05000488,Greek Amphitheatre,ARKANSAS,Columbia,Magnolia,"Jct. East Lane Dr., E. University St. & Crescent Dr.",ARCHITECTURE; POLITICS/GOVERNMENT; PERFORMING ARTS,STRUCTURE,CO0250,05000488,"Jct. East Lane Dr., E. University St. & Crescent Dr., Magnolia, ARKANSAS"
09001246,Malco Theatre,ARKANSAS,Garland,Hot Springs,817 Central Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Hot Springs Documentary Film Institute; Site #GA0732,09001246,"817 Central Ave., Hot Springs, ARKANSAS"
04000507,Community Theatre,ARKANSAS,Jefferson,Pine Bluff,207 w. 2nd Ave.,ARCHITECTURE,BUILDING,Breckinridge Building; JE0585,04000507,"207 w. 2nd Ave., Pine Bluff, ARKANSAS"
95000348,Saenger Theater,ARKANSAS,Jefferson,Pine Bluff,"Jct. of W. Second Ave. and Pine St., SE corner",ARCHITECTURE,BUILDING,JE0550,95000348,"Jct. of W. Second Ave. and Pine St., SE corner, Pine Bluff, ARKANSAS"
07000056,"Robinson, Joseph Taylor, Memorial Auditorium",ARKANSAS,Pulaski,Little Rock,414 W. Markham,SOCIAL HISTORY; ARCHITECTURE,BUILDING,Robinson Center; PU4546,07000056,"414 W. Markham, Little Rock, ARKANSAS"
03000955,Royal Theatre,ARKANSAS,Saline,Benton,111 S. Market St.,ARCHITECTURE,BUILDING,SA0129,03000955,"111 S. Market St., Benton, ARKANSAS"
99001351,New Theatre,ARKANSAS,Sebastian,Fort Smith,9 N. 10th St.,ARCHITECTURE,BUILDING,SB0015,99001351,"9 N. 10th St., Fort Smith, ARKANSAS"
86001888,Rialto Theatre,ARKANSAS,Union,El Dorado,117 E. Cedar St.,ARCHITECTURE,BUILDING,NA,86001888,"117 E. Cedar St., El Dorado, ARKANSAS"
92001101,"Chi Omega Greek Theatre-University of Arkansas, Fayetteville",ARKANSAS,Washington,Fayetteville,Dickson St.,EDUCATION; ARCHITECTURE,STRUCTURE,WA0348,92001101,"Dickson St., Fayetteville, ARKANSAS"
91001265,Beebe Theater,ARKANSAS,White,Beebe,Center St.,ARCHITECTURE,BUILDING,Resource #WH1357,91001265,"Center St., Beebe, ARKANSAS"
91001231,Rialto Theater,ARKANSAS,White,Searcy,Jct. of Race and Spring Sts.,ARCHITECTURE,BUILDING,Resource #WH2018,91001231,"Jct. of Race and Spring Sts., Searcy, ARKANSAS"
79000468,Fox-Oakland Theater,CALIFORNIA,Alameda,Oakland,1807--1829 Telegraph Ave.,COMMERCE; ARCHITECTURE; PERFORMING ARTS,BUILDING,Fox-Oakland Theater &amp; Complex,79000468,"1807--1829 Telegraph Ave., Oakland, CALIFORNIA"
82004644,Hearst Greek Theatre,CALIFORNIA,Alameda,Berkeley,Oxford St.,LANDSCAPE ARCHITECTURE; ARCHITECTURE,SITE,NA,82004644,"Oxford St., Berkeley, CALIFORNIA"
100006085,Oakland Auditorium,CALIFORNIA,Alameda,Oakland,10 10th St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,Henry J. Kaiser Auditorium,100006085,"10 10th St., Oakland, CALIFORNIA"
73000395,Paramount Theatre,CALIFORNIA,Alameda,Oakland,2025 Broadway,ART; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,73000395,"2025 Broadway, Oakland, CALIFORNIA"
91001383,State Theatre,CALIFORNIA,Butte,Oroville,1489 Myers St.,COMMUNITY PLANNING AND DEVELOPMENT; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,State Theater,91001383,"1489 Myers St., Oroville, CALIFORNIA"
100000779,Azteca Theater,CALIFORNIA,Fresno,Fresno,836-840 F St.,NA,building,Teatro Azteca; Azteca Theatre,100000779,"836-840 F St., Fresno, CALIFORNIA"
94000427,Fresno Memorial Auditorium,CALIFORNIA,Fresno,Fresno,2425 Fresno St.,ENTERTAINMENT/RECREATION,BUILDING,Veterans Memorial Auditorium,94000427,"2425 Fresno St., Fresno, CALIFORNIA"
78000663,"Pantages, Alexander, Theater",CALIFORNIA,Fresno,Fresno,1400 Fulton St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,Warnors Theatre,78000663,"1400 Fulton St., Fresno, CALIFORNIA"
84000774,Reedley Opera House Complex,CALIFORNIA,Fresno,Reedley,10th and G Sts.,COMMERCE; ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NA,84000774,"10th and G Sts., Reedley, CALIFORNIA"
92001276,Tower Theatre,CALIFORNIA,Fresno,Fresno,1201 N. Wishon Ave.,ARCHITECTURE,BUILDING,NA,92001276,"1201 N. Wishon Ave., Fresno, CALIFORNIA"
09001199,Eureka Theatre,CALIFORNIA,Humboldt,Eureka,612 F. St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,09001199,"612 F. St., Eureka, CALIFORNIA"
09000372,Sweasey Theater-Loew's State Theater,CALIFORNIA,Humboldt,Eureka,412 G St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,State Theater; Arkley Center for the Performing Arts,09000372,"412 G St., Eureka, CALIFORNIA"
97001188,Wasco Union High School Auditorium,CALIFORNIA,Kern,Wasco,1900 Seventh St.,SOCIAL HISTORY; ARCHITECTURE,BUILDING,NA,97001188,"1900 Seventh St., Wasco, CALIFORNIA"
96000102,Alexander Theatre,CALIFORNIA,Los Angeles,Glendale,216 N. Brand Blvd.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Alex Theatre,96000102,"216 N. Brand Blvd., Glendale, CALIFORNIA"
83003499,Auditorium,CALIFORNIA,Los Angeles,Torrance,2200 W. Carson,COMMUNITY PLANNING AND DEVELOPMENT; EDUCATION; ARCHITECTURE,BUILDING,Assembly Hall,83003499,"2200 W. Carson, Torrance, CALIFORNIA"
05000070,Avenel Cooperative Housing Project,CALIFORNIA,Los Angeles,Los Angeles,2839-2849 Avenel St.,ARCHITECTURE,BUILDING,NA,05000070,"2839-2849 Avenel St., Los Angeles, CALIFORNIA"
79000484,Broadway Theater and Commercial District,CALIFORNIA,Los Angeles,Los Angeles,300--849 S. Broadway,COMMERCE; ARCHITECTURE,DISTRICT,NA,79000484,"300--849 S. Broadway, Los Angeles, CALIFORNIA"
02000330,Broadway Theatre and Commercial District (Boundary Increase),CALIFORNIA,Los Angeles,Los Angeles,"242, 248-260, 249-259, 900-911,908-910, 921-937, 930-947 S. Broadway",ARCHITECTURE; COMMERCE; ENTERTAINMENT/RECREATION,DISTRICT,NA,02000330,"242, 248-260, 249-259, 900-911,908-910, 921-937, 930-947 S. Broadway, Los Angeles, CALIFORNIA"
12001163,Fox Theatre Inglewood,CALIFORNIA,Los Angeles,Inglewood,115 N. Market St.,ARCHITECTURE,BUILDING,NA,12001163,"115 N. Market St., Inglewood, CALIFORNIA"
12000164,Fox Wilshire Theatre,CALIFORNIA,Los Angeles,Beverly Hills,8440 Wilshire Blvd.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,Wilshire Theatre; Saban Theatre,12000164,"8440 Wilshire Blvd., Beverly Hills, CALIFORNIA"
82002192,Golden Gate Theater,CALIFORNIA,Los Angeles,Los Angeles,5170-5188 E. Whittier Blvd.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Golden Gate Theater/Vega Building,82002192,"5170-5188 E. Whittier Blvd., Los Angeles, CALIFORNIA"
09000149,Lincoln Theater,CALIFORNIA,Los Angeles,Los Angeles,2300 S. Central Ave.,BLACK,BUILDING,NA,09000149,"2300 S. Central Ave., Los Angeles, CALIFORNIA"
78000687,Million Dollar Theater,CALIFORNIA,Los Angeles,Los Angeles,307 S. Broadway,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Edison Building,78000687,"307 S. Broadway, Los Angeles, CALIFORNIA"
97001660,Padua Hills Theatre,CALIFORNIA,Los Angeles,Claremont,4467 Via Padova,PERFORMING ARTS; HISPANIC; ENTERTAINMENT/RECREATION,BUILDING,NA,97001660,"4467 Via Padova, Claremont, CALIFORNIA"
75000435,Pasadena Playhouse,CALIFORNIA,Los Angeles,Pasadena,39 S. El Molino Ave.,EDUCATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,75000435,"39 S. El Molino Ave., Pasadena, CALIFORNIA"
94000462,Pasadena Playhouse Historic District,CALIFORNIA,Los Angeles,Pasadena,"464--611 E. Colorado Blvd., 550--655 E. Green St., 21--127 S. El Molino Ave., and 150 N.--101 S. Madison Ave.",ARCHITECTURE; COMMUNITY PLANNING AND DEVELOPMENT; PERFORMING ARTS; COMMERCE,DISTRICT,See Also:Singer Building;First Trust Building;Pasadena Playh,94000462,"464--611 E. Colorado Blvd., 550--655 E. Green St., 21--127 S. El Molino Ave., and 150 N.--101 S. Madison Ave., Pasadena, CALIFORNIA"
82002201,Pomona Fox Theater,CALIFORNIA,Los Angeles,Pomona,102--144 3rd St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Fox,82002201,"102--144 3rd St., Pomona, CALIFORNIA"
78000700,Rialto Theatre,CALIFORNIA,Los Angeles,South Pasadena,1019--1023 Fair Oaks Ave.,ART; ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,78000700,"1019--1023 Fair Oaks Ave., South Pasadena, CALIFORNIA"
100002674,San Gabriel Mission Playhouse,CALIFORNIA,Los Angeles,San Gabriel,320 S. Mission Dr.,ARCHITECTURE; PERFORMING ARTS,building,NA,100002674,"320 S. Mission Dr., San Gabriel, CALIFORNIA"
100010919,Santa Monica Civic Auditorium,CALIFORNIA,Los Angeles,Santa Monica,1855 Main Street,ARCHITECTURE; COMMUNITY PLANNING AND DEVELOPMENT; PERFORMING ARTS,building,NA,100010919,"1855 Main Street, Santa Monica, CALIFORNIA"
85002814,Space Flight Operations Facility,CALIFORNIA,Los Angeles,Pasadena,Jet Propulsion Laboratory,COMMUNITY PLANNING AND DEVELOPMENT; OTHER; ENGINEERING,BUILDING,NA,85002814,"Jet Propulsion Laboratory, Pasadena, CALIFORNIA"
98001633,Warner Brothers Theatre,CALIFORNIA,Los Angeles,San Pedro,478 W. 6th St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,Warner Bros. San Pedro Theatre; Warner Grand Theater,98001633,"478 W. 6th St., San Pedro, CALIFORNIA"
09001200,Westlake Theatre,CALIFORNIA,Los Angeles,Los Angeles,634-642 S. Alvarado St.,ARCHITECTURE,building,Westlake Theatre Building,09001200,"634-642 S. Alvarado St., Los Angeles, CALIFORNIA"
14001234,Mount Tamalpais Mountain Theater,CALIFORNIA,Marin,Mill Valley,3801 Panoramic Hwy.,LANDSCAPE ARCHITECTURE; ENTERTAINMENT/RECREATION; POLITICS/GOVERNMENT,STRUCTURE,Sydney B. Cushing Amphitheater; Facility Number D3082001,14001234,"3801 Panoramic Hwy., Mill Valley, CALIFORNIA"
89000819,Station KPH Operating Station,CALIFORNIA,Marin,Marshall,18500 CA 1,COMMUNICATIONS,BUILDING,Marconi Property,89000819,"18500 CA 1, Marshall, CALIFORNIA"
91000547,Mariposa County High School Auditorium,CALIFORNIA,Mariposa,Mariposa,5074 Old Highway N.,ARCHITECTURE,BUILDING,NA,91000547,"5074 Old Highway N., Mariposa, CALIFORNIA"
09000248,Merced Theatre,CALIFORNIA,Merced,Merced,301 W. 17th St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,New Merced Theatre,09000248,"301 W. 17th St., Merced, CALIFORNIA"
100007227,Strand Theater,CALIFORNIA,Merced,Merced,655-661 West Main St.,ARCHITECTURE,building,Mainzer Theater; Mainzer-Strand Theater; Old Strand Theater; Santa Fe Bus Depot (655 West Main Street),100007227,"655-661 West Main St., Merced, CALIFORNIA"
91000917,King City Joint Union High School Auditorium,CALIFORNIA,Monterey,King City,"N. Mildred Ave., NW of jct. with Broadway St.",ART; ARCHITECTURE,BUILDING,King City High School Auditorium;Robert Stanton Theater,91000917,"N. Mildred Ave., NW of jct. with Broadway St., King City, CALIFORNIA"
73000414,Napa Opera House,CALIFORNIA,Napa,Napa,1018-1030 Main St. on E side,PERFORMING ARTS,BUILDING,Crowey's Opera House,73000414,"1018-1030 Main St. on E side, Napa, CALIFORNIA"
73000417,Nevada Theatre,CALIFORNIA,Nevada,Nevada City,Broad and Bridge Sts.,ARCHITECTURE; PERFORMING ARTS,BUILDING,The Cedar Theatre,73000417,"Broad and Bridge Sts., Nevada City, CALIFORNIA"
06000948,Fox Fullerton Theatre Complex,CALIFORNIA,Orange,Fullerton,500-512 N. Harbor Blvd.,ARCHITECTURE; ART,DISTRICT,Chapman's Alician Court Theatre; Chapman Theatre; Mission Court Theatre; Universial Mission Court Theatre,06000948,"500-512 N. Harbor Blvd., Fullerton, CALIFORNIA"
93001019,Fullerton Union High School Auditorium (Additional Documentation),CALIFORNIA,Orange,Fullerton,201 East Chapman Ave.,ARCHITECTURE; PERFORMING ARTS; ART,building,NA,93001019,"201 East Chapman Ave., Fullerton, CALIFORNIA"
100008710,New Lynn Theater,CALIFORNIA,Orange,Laguna Beach,154-162 South Coast Hwy.,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,South Coast Theatre; Laguna South Coast Cinemas,100008710,"154-162 South Coast Hwy., Laguna Beach, CALIFORNIA"
82002224,Walkers Orange County Theater,CALIFORNIA,Orange,Santa Ana,308 N. Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Fox West Coast Theater,82002224,"308 N. Main St., Santa Ana, CALIFORNIA"
86000107,Yost Theater-Ritz Hotel,CALIFORNIA,Orange,Santa Ana,301--307 N. Spurgeon St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Yost Theater--Santa Ana Bath House and Athletic Club,86000107,"301--307 N. Spurgeon St., Santa Ana, CALIFORNIA"
100012483,Plaza Theatre,CALIFORNIA,Riverside,Palm Springs,128 S. Palm Canyon Drive,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,100012483,"128 S. Palm Canyon Drive, Palm Springs, CALIFORNIA"
78000738,Riverside Municipal Auditorium and Soldier's Memorial Building,CALIFORNIA,Riverside,Riverside,3485 7th St.,ARCHITECTURE,BUILDING,Riverside Municipal Auditorium,78000738,"3485 7th St., Riverside, CALIFORNIA"
82000980,Imperial Theatre,CALIFORNIA,Sacramento,Walnut Grove,Market St.,ENTERTAINMENT/RECREATION; SOCIAL HISTORY,BUILDING,Grove Theatre,82000980,"Market St., Walnut Grove, CALIFORNIA"
78000743,Sacramento Memorial Auditorium,CALIFORNIA,Sacramento,Sacramento,16th and J Sts.,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,78000743,"16th and J Sts., Sacramento, CALIFORNIA"
09001116,"California Theatre, The",CALIFORNIA,San Bernardino,San Bernardino,562 W. 4th St.,ENTERTAINMENT/RECREATION,BUILDING,The California Theatre of the Performing Arts,09001116,"562 W. 4th St., San Bernardino, CALIFORNIA"
96001177,Balboa Theatre,CALIFORNIA,San Diego,San Diego,868 4th Ave.,ARCHITECTURE; PERFORMING ARTS; ENTERTAINMENT/RECREATION,BUILDING,El Teatro Balboa;City Historical Site No. 77,96001177,"868 4th Ave., San Diego, CALIFORNIA"
75000467,Spreckels Theatre Building,CALIFORNIA,San Diego,San Diego,123 W. Broadway,ART; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,75000467,"123 W. Broadway, San Diego, CALIFORNIA"
75000472,Geary Theatre,CALIFORNIA,San Francisco,San Francisco,415 Geary St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Columbia Theatre,75000472,"415 Geary St., San Francisco, CALIFORNIA"
86000729,Market Street Theatre and Loft District,CALIFORNIA,San Francisco,San Francisco,"982--1112 Market, 973--1105 Market, 1 Jones, and 1--35 Taylor Sts.",COMMERCE; ENTERTAINMENT/RECREATION; ARCHITECTURE,DISTRICT,NA,86000729,"982--1112 Market, 973--1105 Market, 1 Jones, and 1--35 Taylor Sts., San Francisco, CALIFORNIA"
01001206,New Mission Theater,CALIFORNIA,San Francisco,San Francisco,2550 Mission St.,ARCHITECTURE,BUILDING,Evermax Furniture,01001206,"2550 Mission St., San Francisco, CALIFORNIA"
11000117,South San Francisco Opera House,CALIFORNIA,San Francisco,San Francisco,4701-4705 Third St and 1601 Newcomb Ave,SOCIAL HISTORY; ENTERTAINMENT/RECREATION; PERFORMING ARTS; ARCHITECTURE,BUILDING,Bayview Opera House,11000117,"4701-4705 Third St and 1601 Newcomb Ave, San Francisco, CALIFORNIA"
79000540,Fox California Theater,CALIFORNIA,San Joaquin,Stockton,242 E. Main St.,OTHER; ARCHITECTURE,BUILDING,NA,79000540,"242 E. Main St., Stockton, CALIFORNIA"
94000431,New Sequoia Theater Building,CALIFORNIA,San Mateo,Redwood City,2211--2235 Broadway,ARCHITECTURE,BUILDING,Fox Theater Building,94000431,"2211--2235 Broadway, Redwood City, CALIFORNIA"
